Site,Metric,Set,alg,ar1_phi,term,estimate,std.error,statistic,p.value
Pint,max,A,gls_ar1,0.9788595661144698,ppt_7day,-0.008846699759782082,0.004492826681699463,-1.969072120190427,0.051392752229124
Pint,max,A,gls_ar1,0.9788595661144698,Air_trange,0.0033756343174335783,0.005625277860417947,0.6000831249930071,0.5496523532862725
Pint,max,A,gls_ar1,0.9788595661144698,WL_daily_range,0.898843397983845,0.7433815040687997,1.209128009056111,0.22913748149662277
Pint,max,A,gls_ar1,0.9788595661144698,GWT_range,0.06280185181089376,0.3650598438843722,0.17203166237803302,0.8637203558049076
Pint,max,A,gls_ar1,0.9788595661144698,GWL_range,1.777797896010625,1.8931040415386837,0.9390914904844112,0.34968677952809646
Pint,max,A,gls_ar1,0.9788595661144698,Water_area_m2_3d,-1.2561987852125595e-4,3.4126735806425015e-4,-0.36809813641070704,0.7134886929258126
Pint,max,B,gls_ar1,0.9552020881498601,(Intercept),11.325128539530708,0.8123928534916511,13.940458105774184,1.2647728204567208e-26
Pint,max,B,gls_ar1,0.9552020881498601,Solar_7d,0.020297310682360584,0.027567080983712508,0.7362879912585909,0.46302914100350223
Pint,max,B,gls_ar1,0.9552020881498601,Air_tmin_7day,0.25541393975620813,0.03425313506424965,7.456658763559026,1.687536711696239e-11
Pint,max,B,gls_ar1,0.9552020881498601,ppt_7day,-0.01098051884170493,0.0049657402017645085,-2.211255199739034,0.02896186513512576
Pint,max,B,gls_ar1,0.9552020881498601,Air_trange,0.0016533614587122619,0.0057825603059676435,0.28592204339070726,0.775443443337754
Pint,mean,A,gls_ar1,0.9831380565485174,(Intercept),11.319595583155028,4.19802792315682,2.696407882547611,0.008081432572556942
Pint,mean,A,gls_ar1,0.9831380565485174,Air_tmin_7day,0.27320168078359564,0.033923159134150574,8.053544768728878,9.051207027494061e-13
Pint,mean,A,gls_ar1,0.9831380565485174,GWT_min,-0.008681681205323586,0.3668944227156091,-0.023662614277603827,0.9811634620656786
Pint,mean,A,gls_ar1,0.9831380565485174,ppt_7day,-0.011552652806581472,0.0043132875956208945,-2.678386857002165,0.008501343013771884
Pint,mean,A,gls_ar1,0.9831380565485174,Air_trange,0.001739386002529816,0.005399119769923201,0.32216103302975213,0.7479259495884265
Pint,mean,A,gls_ar1,0.9831380565485174,WL_daily_range,0.7498833597822451,0.7137834150646278,1.0505754882443559,0.2956951845121288
Pint,mean,A,gls_ar1,0.9831380565485174,GWT_range,0.11926554971148468,0.35471202315080685,0.3362320472029181,0.7373194461470725
Pint,mean,A,gls_ar1,0.9831380565485174,GWL_range,0.9637162774254624,1.8172549508109979,0.5303142946427956,0.5969346232726997
Pint,mean,A,gls_ar1,0.9831380565485174,Water_area_m2_3d,-1.207126170718738e-4,3.32961348446908e-4,-0.3625424321319443,0.7176239111745044
Pint,mean,B,gls_ar1,0.9734942720242328,(Intercept),11.47512546944148,0.9123472586639023,12.57758530041112,1.7960757337512517e-23
Pint,mean,B,gls_ar1,0.9734942720242328,Solar_7d,-0.0053042834428766944,0.02638936398052756,-0.20100080649123148,0.8410469528628093
Pint,mean,B,gls_ar1,0.9734942720242328,Air_tmin_7day,0.27474353788545597,0.032710942255161565,8.399132490355068,1.2176523460478185e-13
Pint,mean,B,gls_ar1,0.9734942720242328,ppt_7day,-0.014684557766349488,0.00468251130722661,-3.1360432047834093,0.002166047649678508
Pint,mean,B,gls_ar1,0.9734942720242328,Air_trange,7.8403870710166e-4,0.005430095118811906,0.1443876561914087,0.8854427811920822
Pint,range,A,gls_ar1,0.5829707399158295,(Intercept),1.4684425239337675,0.4918572144001228,2.985505713735854,0.003477351963705008
Pint,range,A,gls_ar1,0.5829707399158295,Solar_daily,0.00909695153559532,0.0043147688846362515,2.1083288071319775,0.03723226233114365
Pint,range,A,gls_ar1,0.5829707399158295,Air_tmin_7day,0.0031015807293409674,0.016361052785073202,0.18957097505184112,0.8499884649711403
Pint,range,A,gls_ar1,0.5829707399158295,GWT_min,-0.1436844267615436,0.04407437689800601,-3.2600444265848285,0.001475834591966662
Pint,range,A,gls_ar1,0.5829707399158295,ppt_7day,0.006443753496315289,0.0029813826483297934,2.1613305826158067,0.03279893847103573
Pint,range,A,gls_ar1,0.5829707399158295,Air_trange,0.005164954945133615,0.00462675273279734,1.116323962705238,0.26667273947208686
Pint,range,A,gls_ar1,0.5829707399158295,WL_daily_range,3.5509760900641245,0.6694883285520766,5.30401492994498,5.76767424184234e-7
Pint,range,A,gls_ar1,0.5829707399158295,GWT_range,-0.05197581352492019,0.28509150325527294,-0.18231274145824222,0.8556668794097414
Pint,range,A,gls_ar1,0.5829707399158295,GWL_range,0.09164760814161696,1.7718429046736213,0.05172445474701874,0.9588403908093358
Pint,range,A,gls_ar1,0.5829707399158295,Water_area_m2_3d,6.423555356585435e-6,7.214761904829331e-5,0.08903350438059103,0.9292142953456941
Pint,range,B,gls_ar1,0.5937534703927076,(Intercept),0.3719132814021019,0.2188503324958247,1.699395551108872,0.09190198166718608
Pint,range,B,gls_ar1,0.5937534703927076,Solar_daily,0.008353828692799265,0.00459837416134913,1.8166918131664849,0.07182421071512482
Pint,range,B,gls_ar1,0.5937534703927076,Air_tmin_7day,-0.036720729721170894,0.017915770789961174,-2.049631587257568,0.042635930130063324
Pint,range,B,gls_ar1,0.5937534703927076,ppt_7day,0.0039082462781873,0.003860247632134962,1.0124340847081337,0.3134197106547814
Pint,range,B,gls_ar1,0.5937534703927076,Air_trange,0.00440792003550289,0.006101300074588287,0.7224558670473742,0.47145583812483316
Sam,max,A,gls_ar1,0.8021537839208848,(Intercept),15.096733034861703,1.2973474668615388,11.636615032195476,5.146115315424189e-25
Sam,max,A,gls_ar1,0.8021537839208848,Solar_daily,0.038553177100811506,0.006370230795349117,6.05208482068798,5.603842374710469e-9
Sam,max,A,gls_ar1,0.8021537839208848,WL_daily_min,-34.20973724023342,5.539817584960841,-6.175246154874112,2.8788403882287832e-9
Sam,max,A,gls_ar1,0.8021537839208848,GWL_min,-0.46343734516675916,0.7467766357052197,-0.6205836163166933,0.5354750029923312
Sam,max,A,gls_ar1,0.8021537839208848,ppt,0.004056685545618284,0.007093016950426528,0.5719266673082377,0.5679183201150726
Sam,max,A,gls_ar1,0.8021537839208848,Air_trange,0.02580179744636264,0.006649845510700142,3.8800596803106857,1.3566303667674986e-4
Sam,max,A,gls_ar1,0.8021537839208848,WL_daily_range,-9.614490850567671,4.696474931201681,-2.0471717599709667,0.041753581879978685
Sam,max,A,gls_ar1,0.8021537839208848,GWT_range,0.21766724967942996,0.36561710845700074,0.595342079581676,0.5521877051820561
Sam,max,A,gls_ar1,0.8021537839208848,GWL_range,6.57518748668463,2.0752228821758307,3.1684247235124325,0.0017360448892373042
Sam,max,B,gls_ar1,0.8797967517876258,(Intercept),8.610121133527144,0.25803590388371594,33.36791897536593,4.0448042252469e-92
Sam,max,B,gls_ar1,0.8797967517876258,Solar_daily,0.05379731027379713,0.005514233491190294,9.75608130481695,3.7336655143054746e-19
Sam,max,B,gls_ar1,0.8797967517876258,ppt,-0.013762183964199641,0.007227543403381125,-1.9041302412326626,0.05808915883895243
Sam,max,B,gls_ar1,0.8797967517876258,Air_trange,0.021356511099154384,0.007221879388206417,2.957195759047197,0.0034144164995347174
Sam,mean,A,gls_ar1,0.9335046931173346,(Intercept),16.689832930606716,1.094863825919281,15.243752269003338,6.0389171771523196e-37
Sam,mean,A,gls_ar1,0.9335046931173346,Solar_2d,0.014973263734969,0.00748454265163167,2.0005582748205395,0.04659060075566467
Sam,mean,A,gls_ar1,0.9335046931173346,WL_daily_mean,-40.11895340107515,4.371806997497858,-9.176743946847761,2.3517393731780313e-17
Sam,mean,A,gls_ar1,0.9335046931173346,GWL_min,-0.9278767800432213,0.8988533926434178,-1.0322893451116084,0.30299778705109953
Sam,mean,A,gls_ar1,0.9335046931173346,ppt_7day,0.0026383683047541736,0.004011403081697394,0.6577170758012603,0.5113636749764923
Sam,mean,A,gls_ar1,0.9335046931173346,Air_trange,0.013761777445305618,0.004891125512986488,2.8136218154219415,0.005313444413411251
Sam,mean,A,gls_ar1,0.9335046931173346,WL_daily_range,-10.075658740337314,2.7344387468989435,-3.6847264367372863,2.842310214208516e-4
Sam,mean,A,gls_ar1,0.9335046931173346,GWT_range,0.013267854599827184,0.23755721226252702,0.05585119674314386,0.9555078050248413
Sam,mean,A,gls_ar1,0.9335046931173346,GWL_range,3.8701957773274227,1.4282114923350706,2.7098197977666474,0.007228056691360758
Sam,mean,B,gls_ar1,0.9216233207578786,(Intercept),8.553495610902054,0.2868315558028858,29.820622723882316,1.1282789543475369e-82
Sam,mean,B,gls_ar1,0.9216233207578786,Solar_2d,0.013937814264736418,0.007655184687860499,1.8207025477567953,0.0698973646729911
Sam,mean,B,gls_ar1,0.9216233207578786,ppt_7day,-0.0021438366554779277,0.004502196133006286,-0.4761757578176425,0.6343823583271118
Sam,mean,B,gls_ar1,0.9216233207578786,Air_trange,0.01887850591076759,0.0057851021863888,3.2632968792124326,0.0012615139511487124
Sam,range,A,gls_ar1,0.31615943077008557,(Intercept),3.9113063715985574,0.6047296786518369,6.46785912726871,5.745017346794185e-10
Sam,range,A,gls_ar1,0.31615943077008557,Solar_daily,0.029677422614557362,0.0061028005345969425,4.862918662721359,2.1231988419056423e-6
Sam,range,A,gls_ar1,0.31615943077008557,WL_daily_min,-18.593957653811145,2.456809888980132,-7.568333934674061,8.64503138218686e-13
Sam,range,A,gls_ar1,0.31615943077008557,Air_tmax,0.005973577401392503,0.005664752574285872,1.0545169136792463,0.2927339081641905
Sam,range,A,gls_ar1,0.31615943077008557,Air_tmin_3day,-0.013662777502246008,0.012110765605977888,-1.1281514271485895,0.260411327925697
Sam,range,A,gls_ar1,0.31615943077008557,GWL_min_7day,1.7765308252082717,0.29421686716825085,6.0381678396172465,6.070272802405405e-9
Sam,range,A,gls_ar1,0.31615943077008557,ppt,0.0026444389536887576,0.007777836930825609,0.3399967082374988,0.7341639995661988
Sam,range,A,gls_ar1,0.31615943077008557,WL_daily_range,23.031208213114994,3.937385990359355,5.849365104032636,1.651715678046046e-8
Sam,range,A,gls_ar1,0.31615943077008557,GWT_range,-0.17278190284849884,0.4325189229736963,-0.3994782509411885,0.689905214408991
Sam,range,A,gls_ar1,0.31615943077008557,GWL_range,3.9820706741731615,2.085966024248904,1.9089815595663835,0.05748782855496198
Sam,range,B,gls_ar1,0.32815273380058685,(Intercept),0.15655648395324356,0.1703725697194332,0.9189066303986507,0.3590708605354851
Sam,range,B,gls_ar1,0.32815273380058685,Solar_daily,0.06276995705854348,0.005327690458469947,11.781832587280286,1.4481618154250477e-25
Sam,range,B,gls_ar1,0.32815273380058685,Air_tmax,0.00574710474331812,0.0068743122894654035,0.83602613633444,0.4039752453932973
Sam,range,B,gls_ar1,0.32815273380058685,Air_tmin_3day,-0.010149285426013894,0.013297890410833754,-0.7632252268935303,0.44608178672346555
Sam,range,B,gls_ar1,0.32815273380058685,ppt,-0.02045710885705617,0.009002602394870614,-2.272355032441726,0.023954123670024922
