Site,Metric,Set,Model,source,Variable,Importance,Stderr,nsim,type,kind
Butte,max,B,XGB,pass2,Air_trange,0.18927830823139452,0.014486500545910936,20,permutation,permutation
Butte,max,B,XGB,pass2,ppt_7day,0.12847441150309433,NA,20,cpi,cpi
Butte,max,B,XGB,pass2,ppt_7day,0.1253793524722817,0.01097505591179341,20,permutation,permutation
Butte,mean,A,GLS,gls,Air_tmin,0.6668257267712353,NA,20,cpi,cpi
Butte,mean,A,GLS,gls,Air_tmin,0.6640148433333826,0.03969179166117775,20,permutation,permutation
Butte,mean,A,GLS,gls,Solar_3d,0.36606309514871843,0.029373541966844992,20,permutation,permutation
Butte,mean,A,GLS,gls,Solar_3d,0.3478303290319086,NA,20,cpi,cpi
Butte,mean,A,GLS,gls,WL_max_2day,0.15048883896879484,NA,20,cpi,cpi
Butte,mean,A,GLS,gls,WL_max_2day,0.1389277240894298,0.014699803450015404,20,permutation,permutation
Butte,mean,A,GLS,gls,Air_trange,0.09861277561840992,NA,20,cpi,cpi
Butte,mean,A,GLS,gls,GWT_max,0.09616199153387814,0.015060864192005141,20,permutation,permutation
Butte,mean,A,GLS,gls,Air_trange,0.09537150390959791,0.014878880570422357,20,permutation,permutation
Butte,mean,A,GLS,gls,WL_min_3day,0.09346538129441749,0.01752738625770227,20,permutation,permutation
Butte,mean,A,GLS,gls,GWT_max,0.091672350378458,NA,20,cpi,cpi
Butte,mean,A,GLS,gls,WL_min_3day,0.08897101875907465,NA,20,cpi,cpi
Butte,mean,A,GLS,gls,GWT_range,3.6389354921617655e-6,0.0014643468637368542,20,permutation,permutation
Butte,mean,A,GLS,gls,GWT_range,-3.255304101040801e-5,NA,20,cpi,cpi
Butte,mean,A,GLS,gls,GWL_range,-0.002367101283894446,NA,20,cpi,cpi
Butte,mean,A,GLS,gls,GWL_range,-0.0026167127478114393,7.759355212199196e-4,20,permutation,permutation
Butte,mean,A,GLS,gls,ppt_7day,-0.016235717268688887,NA,20,cpi,cpi
Butte,mean,A,GLS,gls,ppt_7day,-0.016258969566128677,0.003136113585550918,20,permutation,permutation
Butte,mean,A,RFR,orig,Air_tmin,0.8230591882497448,NA,20,cpi,cpi
Butte,mean,A,RFR,orig,Air_tmin,0.8206238908076885,0.030084393089236536,20,permutation,permutation
Butte,mean,A,RFR,orig,Air_tmax_2day,0.46808382554654915,NA,20,cpi,cpi
Butte,mean,A,RFR,orig,Air_tmax_2day,0.4545070433859758,0.019408454817556132,20,permutation,permutation
Butte,mean,A,RFR,orig,Solar_3d,0.3305559100778302,0.02024867116758953,20,permutation,permutation
Butte,mean,A,RFR,orig,Solar_3d,0.32513777852259185,NA,20,cpi,cpi
Butte,mean,A,RFR,orig,ppt_7day,0.09375826541744745,0.008591670067877097,20,permutation,permutation
Butte,mean,A,RFR,orig,ppt_7day,0.09282115055960838,NA,20,cpi,cpi
Butte,mean,A,RFR,orig,WL_min_3day,0.08922945017144535,NA,20,cpi,cpi
Butte,mean,A,RFR,orig,WL_min_3day,0.08870827923138905,0.005011408133268512,20,permutation,permutation
Butte,mean,A,RFR,orig,WL_max_2day,0.08010354981601252,0.004330933896704481,20,permutation,permutation
Butte,mean,A,RFR,orig,GWT_max,0.07912215788307699,0.007322820714269452,20,permutation,permutation
Butte,mean,A,RFR,orig,GWT_max,0.07867457755394716,NA,20,cpi,cpi
Butte,mean,A,RFR,orig,WL_max_2day,0.078110384755197,NA,20,cpi,cpi
Butte,mean,A,RFR,orig,Air_trange,0.06855359471524448,0.005164626889758785,20,permutation,permutation
Butte,mean,A,RFR,orig,Air_trange,0.06766605148964286,NA,20,cpi,cpi
Butte,mean,A,RFR,orig,GWL_range,0.05862623313650075,0.004478620165059746,20,permutation,permutation
Butte,mean,A,RFR,orig,GWL_range,0.05845540195118368,NA,20,cpi,cpi
Butte,mean,A,RFR,orig,GWT_range,0.010195628674364021,NA,20,cpi,cpi
Butte,mean,A,RFR,orig,GWT_range,0.010070295228167648,9.890986471239394e-4,20,permutation,permutation
Butte,mean,A,XGB,orig,Air_tmin,1.1011654754460256,0.030012660860348365,20,permutation,permutation
Butte,mean,A,XGB,orig,Air_tmin,1.091021391750116,NA,20,cpi,cpi
Butte,mean,A,XGB,orig,Solar_3d,0.5214431280141716,NA,20,cpi,cpi
Butte,mean,A,XGB,orig,Solar_3d,0.5154348115750098,0.02680004915368996,20,permutation,permutation
Butte,mean,A,XGB,orig,Air_tmax_2day,0.481773143299073,0.01490283155821217,20,permutation,permutation
Butte,mean,A,XGB,orig,Air_tmax_2day,0.47654654238274485,NA,20,cpi,cpi
Butte,mean,A,XGB,orig,WL_min_3day,0.3472526985158266,0.017463080037066533,20,permutation,permutation
Butte,mean,A,XGB,orig,WL_min_3day,0.3425226815745583,NA,20,cpi,cpi
Butte,mean,A,XGB,orig,WL_max_2day,0.2799082989771202,NA,20,cpi,cpi
Butte,mean,A,XGB,orig,WL_max_2day,0.2772383330393657,0.008862123385723007,20,permutation,permutation
Butte,mean,A,XGB,orig,GWT_max,0.17912940560365567,0.009802618361188313,20,permutation,permutation
Butte,mean,A,XGB,orig,GWT_max,0.17870785807469564,NA,20,cpi,cpi
Butte,mean,A,XGB,orig,GWL_range,0.1577152389704941,NA,20,cpi,cpi
Butte,mean,A,XGB,orig,GWL_range,0.1512534053647108,0.008624992472739706,20,permutation,permutation
Butte,mean,A,XGB,orig,Air_trange,0.13982135598751538,NA,20,cpi,cpi
Butte,mean,A,XGB,orig,Air_trange,0.13965961065838375,0.005339154882698371,20,permutation,permutation
Butte,mean,A,XGB,orig,ppt_7day,0.06161644128584027,NA,20,cpi,cpi
Butte,mean,A,XGB,orig,ppt_7day,0.06053730942268642,0.0033073641822254952,20,permutation,permutation
Butte,mean,A,XGB,orig,GWT_range,0.02311727375381152,0.0016564857001213078,20,permutation,permutation
Butte,mean,A,XGB,orig,GWT_range,0.02261630598794656,NA,20,cpi,cpi
Butte,mean,B,GLS,gls,Air_tmin,0.6947480253352978,NA,20,cpi,cpi
Butte,mean,B,GLS,gls,Air_tmin,0.6919957569138748,0.04566325441996492,20,permutation,permutation
Butte,mean,B,GLS,gls,Solar_3d,0.21376569005635074,0.023113380782444848,20,permutation,permutation
Butte,mean,B,GLS,gls,Solar_3d,0.2110382762910734,NA,20,cpi,cpi
Butte,mean,B,GLS,gls,Air_trange,0.056908265400633616,0.010326913145178366,20,permutation,permutation
Butte,mean,B,GLS,gls,Air_trange,0.055544354208879265,NA,20,cpi,cpi
Butte,mean,B,GLS,gls,ppt_7day,-0.0051205597993572325,9.688498746124383e-4,20,permutation,permutation
Butte,mean,B,GLS,gls,ppt_7day,-0.005260992645143625,NA,20,cpi,cpi
Butte,mean,B,RFR,orig,Air_tmin,0.9867282039727249,NA,20,cpi,cpi
Butte,mean,B,RFR,orig,Air_tmin,0.9785580752085441,0.031123501413753796,20,permutation,permutation
Butte,mean,B,RFR,orig,Air_tmax_2day,0.4725239566549667,NA,20,cpi,cpi
Butte,mean,B,RFR,orig,Air_tmax_2day,0.4681287526130474,0.026642071535143582,20,permutation,permutation
Butte,mean,B,RFR,orig,Solar_3d,0.4029224911417503,NA,20,cpi,cpi
Butte,mean,B,RFR,orig,Solar_3d,0.3954852905978663,0.0229175735259993,20,permutation,permutation
Butte,mean,B,RFR,orig,Air_trange,0.11153299056349567,NA,20,cpi,cpi
Butte,mean,B,RFR,orig,Air_trange,0.1098785753483488,0.007758846670289647,20,permutation,permutation
Butte,mean,B,RFR,orig,ppt_7day,0.09522064598146665,0.008062356200742662,20,permutation,permutation
Butte,mean,B,RFR,orig,ppt_7day,0.0950336578935953,NA,20,cpi,cpi
Butte,mean,B,XGB,pass2,Air_tmin,0.9191954320400993,NA,20,cpi,cpi
Butte,mean,B,XGB,pass2,Air_tmin,0.9105906582868696,0.04707531231696745,20,permutation,permutation
Butte,mean,B,XGB,pass2,Solar_3d,0.4598492466571296,NA,20,cpi,cpi
Butte,mean,B,XGB,pass2,Solar_3d,0.4565953230695959,0.020170556162573974,20,permutation,permutation
Butte,mean,B,XGB,pass2,Air_tmax_2day,0.3916788745708477,0.026032893811444673,20,permutation,permutation
Butte,mean,B,XGB,pass2,Air_tmax_2day,0.39093238674785236,NA,20,cpi,cpi
Butte,mean,B,XGB,pass2,Air_trange,0.10036122548190514,0.009387930121092375,20,permutation,permutation
Butte,mean,B,XGB,pass2,Air_trange,0.09726360126201644,NA,20,cpi,cpi
Butte,mean,B,XGB,pass2,ppt_7day,0.05013080154644769,0.004774373477799241,20,permutation,permutation
Butte,mean,B,XGB,pass2,ppt_7day,0.04723327465573329,NA,20,cpi,cpi
Butte,range,A,GLS,gls,Solar_daily,0.5758147640090432,0.035061733204819714,20,permutation,permutation
Butte,range,A,GLS,gls,Solar_daily,0.5530556897476626,NA,20,cpi,cpi
Butte,range,A,GLS,gls,WL_daily_range,0.2102076826950784,NA,20,cpi,cpi
Butte,range,A,GLS,gls,WL_daily_range,0.20906207437038032,0.024234142420188478,20,permutation,permutation
Butte,range,A,GLS,gls,GWT_min_7day,0.0349192109026364,0.009156455451087998,20,permutation,permutation
Butte,range,A,GLS,gls,GWT_min_7day,0.03155955841566327,NA,20,cpi,cpi
Butte,range,A,GLS,gls,Air_trange,0.030081656556755272,0.007950340847159528,20,permutation,permutation
Butte,range,A,GLS,gls,Air_trange,0.027744108159457437,NA,20,cpi,cpi
Butte,range,A,GLS,gls,ppt,0.02269477646603074,NA,20,cpi,cpi
Butte,range,A,GLS,gls,ppt,0.021179311928288196,0.007560246112343467,20,permutation,permutation
Butte,range,A,GLS,gls,Air_tmin_7day,0.02023443100088702,0.006684782892388114,20,permutation,permutation
Butte,range,A,GLS,gls,Air_tmin_7day,0.018392045819031033,NA,20,cpi,cpi
Butte,range,A,GLS,gls,WL_max_7day,0.017131764446509434,NA,20,cpi,cpi
Butte,range,A,GLS,gls,WL_max_7day,0.016196721640223573,0.006734045226422419,20,permutation,permutation
Butte,range,A,GLS,gls,GWT_range,0.0010018526194638944,NA,20,cpi,cpi
Butte,range,A,GLS,gls,GWT_range,6.362194158721635e-4,9.629786648839792e-4,20,permutation,permutation
Butte,range,A,RFR,orig,Solar_daily,0.8430931831539502,NA,20,cpi,cpi
Butte,range,A,RFR,orig,Solar_daily,0.8430173114317393,0.032232692292689026,20,permutation,permutation
Butte,range,A,RFR,orig,WL_daily_range,0.31356055727989346,NA,20,cpi,cpi
Butte,range,A,RFR,orig,WL_daily_range,0.3134225374747502,0.018226185080310004,20,permutation,permutation
Butte,range,A,RFR,orig,GWT_min_7day,0.2356886211420507,NA,20,cpi,cpi
Butte,range,A,RFR,orig,GWT_min_7day,0.23479846164766827,0.01175580751194441,20,permutation,permutation
Butte,range,A,RFR,orig,WL_daily_min,0.07150098251890794,0.00796691430398792,20,permutation,permutation
Butte,range,A,RFR,orig,WL_daily_min,0.0703784059987734,NA,20,cpi,cpi
Butte,range,A,RFR,orig,WL_max_7day,0.06987500094331368,0.005138652567762604,20,permutation,permutation
Butte,range,A,RFR,orig,WL_max_7day,0.0690146553182604,NA,20,cpi,cpi
Butte,range,A,RFR,orig,Air_trange,0.06581731283305414,NA,20,cpi,cpi
Butte,range,A,RFR,orig,Air_trange,0.06499852227147278,0.006575379604670065,20,permutation,permutation
Butte,range,A,RFR,orig,ppt,0.0618257476908763,0.007001514903066011,20,permutation,permutation
Butte,range,A,RFR,orig,ppt,0.05947764414423351,NA,20,cpi,cpi
Butte,range,A,RFR,orig,Air_tmin_7day,0.047998924101549184,NA,20,cpi,cpi
Butte,range,A,RFR,orig,Air_tmin_7day,0.04792250760189574,0.0049204184299915035,20,permutation,permutation
Butte,range,A,RFR,orig,GWT_range,0.008802065752289331,0.0010313686542497047,20,permutation,permutation
Butte,range,A,RFR,orig,GWT_range,0.008467446652521166,NA,20,cpi,cpi
Butte,range,A,XGB,pass2,Solar_daily,0.6516747163396228,0.03634856924912961,20,permutation,permutation
Butte,range,A,XGB,pass2,Solar_daily,0.6413742189002846,NA,20,cpi,cpi
Butte,range,A,XGB,pass2,WL_daily_range,0.2614802696562758,NA,20,cpi,cpi
Butte,range,A,XGB,pass2,WL_daily_range,0.25466325248132926,0.02040934390968135,20,permutation,permutation
Butte,range,A,XGB,pass2,GWT_min_7day,0.1462514700453446,0.01636102587981274,20,permutation,permutation
Butte,range,A,XGB,pass2,GWT_min_7day,0.1422040951019083,NA,20,cpi,cpi
Butte,range,A,XGB,pass2,WL_max_7day,0.06104816423287909,NA,20,cpi,cpi
Butte,range,A,XGB,pass2,WL_max_7day,0.058402351241894954,0.005947871698547179,20,permutation,permutation
Butte,range,A,XGB,pass2,Air_trange,0.04828106976647198,NA,20,cpi,cpi
Butte,range,A,XGB,pass2,Air_trange,0.04591473291487125,0.006711008009894178,20,permutation,permutation
Butte,range,A,XGB,pass2,ppt,0.02819111476522569,0.004469006297520136,20,permutation,permutation
Butte,range,A,XGB,pass2,ppt,0.027265838694539385,NA,20,cpi,cpi
Butte,range,A,XGB,pass2,WL_daily_min,0.023892217916623187,NA,20,cpi,cpi
Butte,range,A,XGB,pass2,WL_daily_min,0.02354732371402708,0.005607803379150319,20,permutation,permutation
Butte,range,A,XGB,pass2,Air_tmin_7day,0.02256034403956983,NA,20,cpi,cpi
Butte,range,A,XGB,pass2,Air_tmin_7day,0.021442850586999553,0.0029711806802365107,20,permutation,permutation
Butte,range,A,XGB,pass2,GWT_range,0,0,20,permutation,permutation
Butte,range,A,XGB,pass2,GWT_range,0,NA,20,cpi,cpi
Butte,range,B,GLS,gls,Solar_daily,0.7430993922462339,0.037564405064538266,20,permutation,permutation
Butte,range,B,GLS,gls,Solar_daily,0.7402988681892565,NA,20,cpi,cpi
Butte,range,B,GLS,gls,Air_tmin_7day,0.11006906561590069,NA,20,cpi,cpi
Butte,range,B,GLS,gls,Air_tmin_7day,0.10324666310627723,0.012601464168134827,20,permutation,permutation
Butte,range,B,GLS,gls,Air_trange,0.06461200926280486,0.011187580727529838,20,permutation,permutation
Butte,range,B,GLS,gls,Air_trange,0.060227667958589304,NA,20,cpi,cpi
Butte,range,B,GLS,gls,ppt,0.01677605940024861,0.006286329023330012,20,permutation,permutation
Butte,range,B,GLS,gls,ppt,0.01574370023628774,NA,20,cpi,cpi
Butte,range,B,RFR,pass2,Solar_daily,0.8135372666755484,NA,20,cpi,cpi
Butte,range,B,RFR,pass2,Solar_daily,0.7990152087090878,0.04415351337399784,20,permutation,permutation
Butte,range,B,RFR,pass2,Air_trange,0.1379059462513384,0.01492061799738263,20,permutation,permutation
Butte,range,B,RFR,pass2,Air_tmin_7day,0.13495703498901826,0.010124788533516543,20,permutation,permutation
Butte,range,B,RFR,pass2,Air_trange,0.1335336810654436,NA,20,cpi,cpi
Butte,range,B,RFR,pass2,Air_tmin_7day,0.13314101025096964,NA,20,cpi,cpi
Butte,range,B,RFR,pass2,ppt,0.10288075477614783,NA,20,cpi,cpi
Butte,range,B,RFR,pass2,ppt,0.0979053753810933,0.012001021550391533,20,permutation,permutation
Butte,range,B,XGB,orig,Solar_daily,0.9914883346413207,0.0364531262394494,20,permutation,permutation
Butte,range,B,XGB,orig,Solar_daily,0.9874854222587869,NA,20,cpi,cpi
Butte,range,B,XGB,orig,Air_tmin_7day,0.21640762877668296,NA,20,cpi,cpi
Butte,range,B,XGB,orig,Air_tmin_7day,0.2145778337016109,0.013569999144153473,20,permutation,permutation
Butte,range,B,XGB,orig,Air_trange,0.15468706897954415,0.013127956581704042,20,permutation,permutation
Butte,range,B,XGB,orig,Air_trange,0.1531356266903514,NA,20,cpi,cpi
Butte,range,B,XGB,orig,ppt,0.10096928413958645,0.008246188246656091,20,permutation,permutation
Butte,range,B,XGB,orig,ppt,0.09562556801564531,NA,20,cpi,cpi
Cooper,max,A,GLS,gls,Solar_daily,0.35571959730380465,0.06458490287544749,20,permutation,permutation
Cooper,max,A,GLS,gls,Solar_daily,0.35347697123000543,NA,20,cpi,cpi
Cooper,max,A,GLS,gls,Air_tmin_3day,0.09938821131399544,NA,20,cpi,cpi
Cooper,max,A,GLS,gls,Air_tmin_3day,0.09655947543939088,0.019495003727474765,20,permutation,permutation
Cooper,max,A,GLS,gls,ppt_7day,0.01730495949208276,0.011510447155626411,20,permutation,permutation
Cooper,max,A,GLS,gls,ppt_7day,0.017235924114807677,NA,20,cpi,cpi
Cooper,max,A,GLS,gls,Air_trange,-8.497715910512627e-4,NA,20,cpi,cpi
Cooper,max,A,GLS,gls,Air_trange,-8.677013415057444e-4,8.038456143441941e-4,20,permutation,permutation
Cooper,max,A,RFR,pass2,Solar_daily,1.1007683186951582,0.049189697606460685,20,permutation,permutation
Cooper,max,A,RFR,pass2,Solar_daily,1.0831627825993309,NA,20,cpi,cpi
Cooper,max,A,RFR,pass2,Air_tmin_3day,0.6537119774111263,0.039749967878303316,20,permutation,permutation
Cooper,max,A,RFR,pass2,Air_tmin_3day,0.6425999049587404,NA,20,cpi,cpi
Cooper,max,A,RFR,pass2,Air_trange,0.29018917108064457,0.0191508767361974,20,permutation,permutation
Cooper,max,A,RFR,pass2,Air_trange,0.28000185196253113,NA,20,cpi,cpi
Cooper,max,A,RFR,pass2,ppt_7day,0.26355401306335313,NA,20,cpi,cpi
Cooper,max,A,RFR,pass2,ppt_7day,0.26129628884019585,0.021844340902776097,20,permutation,permutation
Cooper,max,A,XGB,orig,Solar_daily,1.0499757974873785,0.06360255559117114,20,permutation,permutation
Cooper,max,A,XGB,orig,Solar_daily,1.0451975243516491,NA,20,cpi,cpi
Cooper,max,A,XGB,orig,Air_tmin_3day,0.5670147045707544,0.04011696935204314,20,permutation,permutation
Cooper,max,A,XGB,orig,Air_tmin_3day,0.5591726745562612,NA,20,cpi,cpi
Cooper,max,A,XGB,orig,Air_trange,0.26784701658667087,0.013798769143326844,20,permutation,permutation
Cooper,max,A,XGB,orig,Air_trange,0.26262820926129665,NA,20,cpi,cpi
Cooper,max,A,XGB,orig,ppt_7day,0.24086375378141245,NA,20,cpi,cpi
Cooper,max,A,XGB,orig,ppt_7day,0.22773327091769288,0.021775853082723624,20,permutation,permutation
Cooper,max,B,GLS,gls,Solar_daily,0.3718607378674227,NA,20,cpi,cpi
Cooper,max,B,GLS,gls,Solar_daily,0.3466640300299708,0.0589339015776717,20,permutation,permutation
Cooper,max,B,GLS,gls,Air_tmin_3day,0.09174844940273487,0.018432482244731447,20,permutation,permutation
Cooper,max,B,GLS,gls,Air_tmin_3day,0.08606643174652584,NA,20,cpi,cpi
Cooper,max,B,GLS,gls,ppt_7day,0.019311869722651864,NA,20,cpi,cpi
Cooper,max,B,GLS,gls,ppt_7day,0.01381320557781327,0.011672704935270655,20,permutation,permutation
Cooper,max,B,GLS,gls,Air_trange,-7.46582136827878e-4,NA,20,cpi,cpi
Cooper,max,B,GLS,gls,Air_trange,-7.745656598369787e-4,7.691013530562055e-4,20,permutation,permutation
Cooper,max,B,RFR,pass2,Solar_daily,1.126731607603186,0.050931780416608195,20,permutation,permutation
Cooper,max,B,RFR,pass2,Solar_daily,1.079718938439937,NA,20,cpi,cpi
Cooper,max,B,RFR,pass2,Air_tmin_3day,0.6491107278936563,NA,20,cpi,cpi
Cooper,max,B,RFR,pass2,Air_tmin_3day,0.636239520467176,0.034504056354113175,20,permutation,permutation
Cooper,max,B,RFR,pass2,Air_trange,0.28999135736861775,0.02182015437730499,20,permutation,permutation
Cooper,max,B,RFR,pass2,Air_trange,0.28639886925737357,NA,20,cpi,cpi
Cooper,max,B,RFR,pass2,ppt_7day,0.2682497646790631,0.014294984566755872,20,permutation,permutation
Cooper,max,B,RFR,pass2,ppt_7day,0.2602752341463549,NA,20,cpi,cpi
Cooper,max,B,XGB,orig,Solar_daily,1.0425338432919942,NA,20,cpi,cpi
Cooper,max,B,XGB,orig,Solar_daily,1.0251159441947781,0.05487165755975336,20,permutation,permutation
Cooper,max,B,XGB,orig,Air_tmin_3day,0.5738068483431253,0.036646575679996136,20,permutation,permutation
Cooper,max,B,XGB,orig,Air_tmin_3day,0.5609561410764935,NA,20,cpi,cpi
Cooper,max,B,XGB,orig,Air_trange,0.2648483417345872,0.025713736834606662,20,permutation,permutation
Cooper,max,B,XGB,orig,Air_trange,0.24786076738371887,NA,20,cpi,cpi
Cooper,max,B,XGB,orig,ppt_7day,0.2386537770088652,NA,20,cpi,cpi
Cooper,max,B,XGB,orig,ppt_7day,0.2343236308440434,0.025488526153042562,20,permutation,permutation
Cooper,mean,A,GLS,gls,Air_tmin_3day,0.1836154643277081,NA,20,cpi,cpi
Cooper,mean,A,GLS,gls,Air_tmin_3day,0.17941491805674895,0.019522018234409494,20,permutation,permutation
Cooper,mean,A,GLS,gls,Solar_daily,0.02071581442788578,NA,20,cpi,cpi
Cooper,mean,A,GLS,gls,Solar_daily,0.016727021306242578,0.01794036849348217,20,permutation,permutation
Cooper,mean,A,GLS,gls,ppt_7day,0.0034771471408209242,NA,20,cpi,cpi
Cooper,mean,A,GLS,gls,ppt_7day,0.0022158811676193267,0.002904384059803004,20,permutation,permutation
Cooper,mean,A,GLS,gls,Air_trange,-0.0021919753615147974,0.0038983046430340756,20,permutation,permutation
Cooper,mean,A,GLS,gls,Air_trange,-0.003372097474478697,NA,20,cpi,cpi
Cooper,mean,A,RFR,pass2,Air_tmin_3day,0.6181389749620938,0.03946562512848786,20,permutation,permutation
Cooper,mean,A,RFR,pass2,Air_tmin_3day,0.6154007648559681,NA,20,cpi,cpi
Cooper,mean,A,RFR,pass2,Solar_daily,0.4121762547462991,0.033656419665970626,20,permutation,permutation
Cooper,mean,A,RFR,pass2,Solar_daily,0.40031866843620584,NA,20,cpi,cpi
Cooper,mean,A,RFR,pass2,ppt_7day,0.1340158664151961,NA,20,cpi,cpi
Cooper,mean,A,RFR,pass2,ppt_7day,0.13389097841921993,0.012228521516244251,20,permutation,permutation
Cooper,mean,A,RFR,pass2,Air_trange,0.09670335093910809,NA,20,cpi,cpi
Cooper,mean,A,RFR,pass2,Air_trange,0.0932354320273119,0.0066993264750348745,20,permutation,permutation
Cooper,mean,A,XGB,pass2,Air_tmin_3day,0.5190178139113988,NA,20,cpi,cpi
Cooper,mean,A,XGB,pass2,Air_tmin_3day,0.5169976902942791,0.029824592933352215,20,permutation,permutation
Cooper,mean,A,XGB,pass2,Solar_daily,0.32159929127884995,0.02350401978529872,20,permutation,permutation
Cooper,mean,A,XGB,pass2,Solar_daily,0.31911847765266627,NA,20,cpi,cpi
Cooper,mean,A,XGB,pass2,ppt_7day,0.08045580103600886,NA,20,cpi,cpi
Cooper,mean,A,XGB,pass2,ppt_7day,0.07399890520101211,0.011258174907979413,20,permutation,permutation
Cooper,mean,A,XGB,pass2,Air_trange,0.050471483707838244,NA,20,cpi,cpi
Cooper,mean,A,XGB,pass2,Air_trange,0.04939405503379123,0.007076157935831118,20,permutation,permutation
Cooper,mean,B,GLS,gls,Air_tmin_3day,0.17983421026415486,NA,20,cpi,cpi
Cooper,mean,B,GLS,gls,Air_tmin_3day,0.17709241930012098,0.017370437250799713,20,permutation,permutation
Cooper,mean,B,GLS,gls,Solar_daily,0.014173837108292314,0.015005147956676101,20,permutation,permutation
Cooper,mean,B,GLS,gls,Solar_daily,0.01196875129872954,NA,20,cpi,cpi
Cooper,mean,B,GLS,gls,ppt_7day,0.0028897193954029454,NA,20,cpi,cpi
Cooper,mean,B,GLS,gls,ppt_7day,0.0014072304560271641,0.004377724117654247,20,permutation,permutation
Cooper,mean,B,GLS,gls,Air_trange,-0.0014889134046292551,NA,20,cpi,cpi
Cooper,mean,B,GLS,gls,Air_trange,-0.0031137768960975976,0.003872884502756433,20,permutation,permutation
Cooper,mean,B,RFR,pass2,Air_tmin_3day,0.6268239076114389,NA,20,cpi,cpi
Cooper,mean,B,RFR,pass2,Air_tmin_3day,0.622504595503038,0.026397411634738476,20,permutation,permutation
Cooper,mean,B,RFR,pass2,Solar_daily,0.4038618602341819,0.020676428624017765,20,permutation,permutation
Cooper,mean,B,RFR,pass2,Solar_daily,0.3953870091066724,NA,20,cpi,cpi
Cooper,mean,B,RFR,pass2,ppt_7day,0.13688567350017514,NA,20,cpi,cpi
Cooper,mean,B,RFR,pass2,ppt_7day,0.1329772309023807,0.012308804152902354,20,permutation,permutation
Cooper,mean,B,RFR,pass2,Air_trange,0.09407531243808763,0.006167552769354794,20,permutation,permutation
Cooper,mean,B,RFR,pass2,Air_trange,0.0923912056306985,NA,20,cpi,cpi
Cooper,mean,B,XGB,pass2,Air_tmin_3day,0.53415347977587,NA,20,cpi,cpi
Cooper,mean,B,XGB,pass2,Air_tmin_3day,0.5258570144961994,0.037970961946700785,20,permutation,permutation
Cooper,mean,B,XGB,pass2,Solar_daily,0.3155227959935149,NA,20,cpi,cpi
Cooper,mean,B,XGB,pass2,Solar_daily,0.31280736573191037,0.023312977709309478,20,permutation,permutation
Cooper,mean,B,XGB,pass2,ppt_7day,0.08057258428775867,0.008440097049360462,20,permutation,permutation
Cooper,mean,B,XGB,pass2,ppt_7day,0.0776850055395556,NA,20,cpi,cpi
Cooper,mean,B,XGB,pass2,Air_trange,0.04756062344925954,0.006175520328644494,20,permutation,permutation
Cooper,mean,B,XGB,pass2,Air_trange,0.04386734718545085,NA,20,cpi,cpi
Cooper,range,A,GLS,gls,Solar_daily,0.5811814710647395,0.06861389527951849,20,permutation,permutation
Cooper,range,A,GLS,gls,Solar_daily,0.5528132648688253,NA,20,cpi,cpi
Cooper,range,A,GLS,gls,ppt,0.03035529244756885,NA,20,cpi,cpi
Cooper,range,A,GLS,gls,Air_tmin_7day,0.028328402184366264,0.012037552598733821,20,permutation,permutation
Cooper,range,A,GLS,gls,Air_tmin_7day,0.024626695056253145,NA,20,cpi,cpi
Cooper,range,A,GLS,gls,ppt,0.024255998428558044,0.007919356451243033,20,permutation,permutation
Cooper,range,A,GLS,gls,Air_tmean,0.020275142351132557,0.020269469562743864,20,permutation,permutation
Cooper,range,A,GLS,gls,Air_tmean,0.017967058844697292,NA,20,cpi,cpi
Cooper,range,A,GLS,gls,Air_trange,0.017038634018988086,NA,20,cpi,cpi
Cooper,range,A,GLS,gls,Air_trange,0.016681659844854424,0.007149419783436839,20,permutation,permutation
Cooper,range,A,RFR,orig,Solar_daily,0.4373389804765585,NA,20,cpi,cpi
Cooper,range,A,RFR,orig,Solar_daily,0.42947985462380395,0.039365582432669556,20,permutation,permutation
Cooper,range,A,RFR,orig,Air_trange,0.25372154249948464,0.020025545194579056,20,permutation,permutation
Cooper,range,A,RFR,orig,ppt,0.24178901302857664,NA,20,cpi,cpi
Cooper,range,A,RFR,orig,Air_trange,0.24068877473051958,NA,20,cpi,cpi
Cooper,range,A,RFR,orig,ppt,0.23661219518898358,0.02360243993895336,20,permutation,permutation
Cooper,range,A,RFR,orig,Air_tmin_7day,0.2283120272709887,NA,20,cpi,cpi
Cooper,range,A,RFR,orig,Air_tmin_7day,0.22231722477997046,0.014334301167154251,20,permutation,permutation
Cooper,range,A,RFR,orig,Air_tmean,0.20983624295769687,NA,20,cpi,cpi
Cooper,range,A,RFR,orig,Air_tmean,0.20948967412973066,0.00996104838588414,20,permutation,permutation
Cooper,range,A,XGB,pass2,Solar_daily,0.9828031309168825,NA,20,cpi,cpi
Cooper,range,A,XGB,pass2,Solar_daily,0.9696622721069943,0.05276454377789847,20,permutation,permutation
Cooper,range,A,XGB,pass2,ppt,0.3499825989253055,NA,20,cpi,cpi
Cooper,range,A,XGB,pass2,Air_trange,0.3415484492763873,0.04334539070111181,20,permutation,permutation
Cooper,range,A,XGB,pass2,ppt,0.33634860315044063,0.03742192191869601,20,permutation,permutation
Cooper,range,A,XGB,pass2,Air_trange,0.33084955615860084,NA,20,cpi,cpi
