Site,Metric,Set,Model,source,Variable,Importance,Stderr,nsim,type,kind
Cooper,range,A,XGB,pass2,Air_tmin_7day,0.3009405098484126,NA,20,cpi,cpi
Cooper,range,A,XGB,pass2,Air_tmin_7day,0.29708280646022966,0.025046832313227397,20,permutation,permutation
Cooper,range,A,XGB,pass2,Air_tmean,0.2756339084489358,NA,20,cpi,cpi
Cooper,range,A,XGB,pass2,Air_tmean,0.2686446139901594,0.026605062545272708,20,permutation,permutation
Cooper,range,B,GLS,gls,Solar_daily,0.588792650462041,NA,20,cpi,cpi
Cooper,range,B,GLS,gls,Solar_daily,0.5806643811555781,0.05643286301284001,20,permutation,permutation
Cooper,range,B,GLS,gls,Air_tmin_7day,0.02910959057739034,0.00694183390676202,20,permutation,permutation
Cooper,range,B,GLS,gls,ppt,0.029010118696297306,0.012087436802564477,20,permutation,permutation
Cooper,range,B,GLS,gls,Air_tmin_7day,0.028487232819796704,NA,20,cpi,cpi
Cooper,range,B,GLS,gls,ppt,0.025913509157167613,NA,20,cpi,cpi
Cooper,range,B,GLS,gls,Air_tmean,0.02104984467547193,0.01815564938356696,20,permutation,permutation
Cooper,range,B,GLS,gls,Air_tmean,0.02018109885248842,NA,20,cpi,cpi
Cooper,range,B,GLS,gls,Air_trange,0.01674442059471104,NA,20,cpi,cpi
Cooper,range,B,GLS,gls,Air_trange,0.016028680436876164,0.008007174167337781,20,permutation,permutation
Cooper,range,B,RFR,orig,Solar_daily,0.4311984169107377,NA,20,cpi,cpi
Cooper,range,B,RFR,orig,Solar_daily,0.4274388816073926,0.038619845582403944,20,permutation,permutation
Cooper,range,B,RFR,orig,Air_trange,0.24895628555836158,0.017767749273262846,20,permutation,permutation
Cooper,range,B,RFR,orig,ppt,0.24394066525222494,0.03202209753256821,20,permutation,permutation
Cooper,range,B,RFR,orig,Air_trange,0.24328216985017076,NA,20,cpi,cpi
Cooper,range,B,RFR,orig,ppt,0.24061136900974978,NA,20,cpi,cpi
Cooper,range,B,RFR,orig,Air_tmin_7day,0.22809575683716174,0.012888597793424291,20,permutation,permutation
Cooper,range,B,RFR,orig,Air_tmin_7day,0.22738998513934272,NA,20,cpi,cpi
Cooper,range,B,RFR,orig,Air_tmean,0.20731517160725552,0.011253542603191348,20,permutation,permutation
Cooper,range,B,RFR,orig,Air_tmean,0.2037134875955231,NA,20,cpi,cpi
Cooper,range,B,XGB,pass2,Solar_daily,0.9857901390080472,NA,20,cpi,cpi
Cooper,range,B,XGB,pass2,Solar_daily,0.9754841458761025,0.04901862254174445,20,permutation,permutation
Cooper,range,B,XGB,pass2,Air_trange,0.35257145303785403,NA,20,cpi,cpi
Cooper,range,B,XGB,pass2,ppt,0.34475837638723084,0.02966280083837621,20,permutation,permutation
Cooper,range,B,XGB,pass2,ppt,0.33742453989247256,NA,20,cpi,cpi
Cooper,range,B,XGB,pass2,Air_trange,0.31754020462265264,0.029821957274692976,20,permutation,permutation
Cooper,range,B,XGB,pass2,Air_tmin_7day,0.3122861063909029,NA,20,cpi,cpi
Cooper,range,B,XGB,pass2,Air_tmin_7day,0.3012364120132347,0.028850350389245816,20,permutation,permutation
Cooper,range,B,XGB,pass2,Air_tmean,0.27274923718999083,NA,20,cpi,cpi
Cooper,range,B,XGB,pass2,Air_tmean,0.26878224327138234,0.02497840736793566,20,permutation,permutation
Crater,max,A,GLS,gls,WL_min_7day,0.8500927486817367,0.055502592974149036,20,permutation,permutation
Crater,max,A,GLS,gls,WL_min_7day,0.8278754987916477,NA,20,cpi,cpi
Crater,max,A,GLS,gls,Air_tmean_3day,0.14830600286196916,NA,20,cpi,cpi
Crater,max,A,GLS,gls,Air_tmean_3day,0.13974341398395393,0.029261066734623357,20,permutation,permutation
Crater,max,A,GLS,gls,Water_area_m2_3d,0.07197046772408305,0.021877116686535567,20,permutation,permutation
Crater,max,A,GLS,gls,Water_area_m2_3d,0.07043226057411478,NA,20,cpi,cpi
Crater,max,A,GLS,gls,ppt_7day,0.02035610369586749,0.007356719297436374,20,permutation,permutation
Crater,max,A,GLS,gls,ppt_7day,0.013960903786682799,NA,20,cpi,cpi
Crater,max,A,GLS,gls,Air_trange,0.006733451808015767,NA,20,cpi,cpi
Crater,max,A,GLS,gls,Air_trange,0.006423544747191368,0.0017476409322325756,20,permutation,permutation
Crater,max,A,GLS,gls,GWL_range,-0.005195168249029225,0.0016153705516784526,20,permutation,permutation
Crater,max,A,GLS,gls,GWL_range,-0.005383574300320992,NA,20,cpi,cpi
Crater,max,A,GLS,gls,GWT_range,-0.005688367796062121,0.0010717203189497407,20,permutation,permutation
Crater,max,A,GLS,gls,GWT_range,-0.0057428149508058635,NA,20,cpi,cpi
Crater,max,A,RFR,pass2,WL_min_7day,2.208742053586258,0.07981449479213129,20,permutation,permutation
Crater,max,A,RFR,pass2,WL_min_7day,2.181817100021946,NA,20,cpi,cpi
Crater,max,A,RFR,pass2,Solar_7d,0.8298882615829353,0.033254712918670846,20,permutation,permutation
Crater,max,A,RFR,pass2,Solar_7d,0.8257039531518997,NA,20,cpi,cpi
Crater,max,A,RFR,pass2,Water_area_m2_3d,0.5725446095062419,NA,20,cpi,cpi
Crater,max,A,RFR,pass2,Water_area_m2_3d,0.5604905134779347,0.03437065188293882,20,permutation,permutation
Crater,max,A,RFR,pass2,GWL_range,0.4282204486040306,0.02132362380831005,20,permutation,permutation
Crater,max,A,RFR,pass2,GWL_range,0.42394066850194684,NA,20,cpi,cpi
Crater,max,A,RFR,pass2,Air_tmean_3day,0.40714980434990217,0.02930372445891501,20,permutation,permutation
Crater,max,A,RFR,pass2,Air_tmean_3day,0.3890710218900022,NA,20,cpi,cpi
Crater,max,A,RFR,pass2,ppt_7day,0.1810203476812698,0.014482239016229151,20,permutation,permutation
Crater,max,A,RFR,pass2,ppt_7day,0.17122285998657452,NA,20,cpi,cpi
Crater,max,A,RFR,pass2,Air_trange,0.0676272668029389,NA,20,cpi,cpi
Crater,max,A,RFR,pass2,Air_trange,0.06546955876204247,0.006440323106048421,20,permutation,permutation
Crater,max,A,RFR,pass2,GWT_range,0.011763986981123853,NA,20,cpi,cpi
Crater,max,A,RFR,pass2,GWT_range,0.011175790277314442,0.00114733608727659,20,permutation,permutation
Crater,max,A,XGB,pass2,WL_min_7day,2.468270370976656,0.08465607288371557,20,permutation,permutation
Crater,max,A,XGB,pass2,WL_min_7day,2.440449679734579,NA,20,cpi,cpi
Crater,max,A,XGB,pass2,Solar_7d,0.8464946614449926,NA,20,cpi,cpi
Crater,max,A,XGB,pass2,Solar_7d,0.8431855909778145,0.029984856749847303,20,permutation,permutation
Crater,max,A,XGB,pass2,Water_area_m2_3d,0.7341640881518866,NA,20,cpi,cpi
Crater,max,A,XGB,pass2,Water_area_m2_3d,0.7178402724414198,0.029309476867101586,20,permutation,permutation
Crater,max,A,XGB,pass2,Air_tmean_3day,0.5898358867657177,0.03572446805378467,20,permutation,permutation
Crater,max,A,XGB,pass2,Air_tmean_3day,0.5824063911063753,NA,20,cpi,cpi
Crater,max,A,XGB,pass2,GWL_range,0.5299931360899646,NA,20,cpi,cpi
Crater,max,A,XGB,pass2,GWL_range,0.5290468936027048,0.019318830990324342,20,permutation,permutation
Crater,max,A,XGB,pass2,ppt_7day,0.27677938455160483,0.016856506320138222,20,permutation,permutation
Crater,max,A,XGB,pass2,ppt_7day,0.2749015010660786,NA,20,cpi,cpi
Crater,max,A,XGB,pass2,Air_trange,0.17337322396353122,0.0070793292519550355,20,permutation,permutation
Crater,max,A,XGB,pass2,Air_trange,0.1718849079116565,NA,20,cpi,cpi
Crater,max,A,XGB,pass2,GWT_range,0.026384798887180316,NA,20,cpi,cpi
Crater,max,A,XGB,pass2,GWT_range,0.02581588209580544,0.0013828054698966732,20,permutation,permutation
Crater,max,B,GLS,gls,Solar_7d,0.32347110434438364,NA,20,cpi,cpi
Crater,max,B,GLS,gls,Solar_7d,0.30076434358632287,0.021978334029046233,20,permutation,permutation
Crater,max,B,GLS,gls,Air_tmean_3day,0.1358153812475656,0.02341431140411259,20,permutation,permutation
Crater,max,B,GLS,gls,Air_tmean_3day,0.13102890458966754,NA,20,cpi,cpi
Crater,max,B,GLS,gls,Air_trange,0.005174886614969676,NA,20,cpi,cpi
Crater,max,B,GLS,gls,ppt_7day,0.0046938987276798905,NA,20,cpi,cpi
Crater,max,B,GLS,gls,Air_trange,0.0046191739161018704,9.944423735671728e-4,20,permutation,permutation
Crater,max,B,GLS,gls,ppt_7day,0.004548684660711988,0.0022325849512684383,20,permutation,permutation
Crater,max,B,RFR,orig,Solar_7d,2.4598723512395715,0.08158115098956573,20,permutation,permutation
Crater,max,B,RFR,orig,Solar_7d,2.446322542282961,NA,20,cpi,cpi
Crater,max,B,RFR,orig,Air_tmean_3day,0.8441853307569999,NA,20,cpi,cpi
Crater,max,B,RFR,orig,Air_tmean_3day,0.8353709283128619,0.05842899654342324,20,permutation,permutation
Crater,max,B,RFR,orig,ppt_7day,0.46422836320683647,0.0256763880002971,20,permutation,permutation
Crater,max,B,RFR,orig,ppt_7day,0.4541636917039367,NA,20,cpi,cpi
Crater,max,B,RFR,orig,Air_trange,0.3640795971500151,0.021713578296470255,20,permutation,permutation
Crater,max,B,RFR,orig,Air_trange,0.35764041661614426,NA,20,cpi,cpi
Crater,max,B,XGB,orig,Solar_7d,2.875913102170838,NA,20,cpi,cpi
Crater,max,B,XGB,orig,Solar_7d,2.8003950178435573,0.08688594533050784,20,permutation,permutation
Crater,max,B,XGB,orig,Air_tmean_3day,1.1131479839586067,0.04130441842778134,20,permutation,permutation
Crater,max,B,XGB,orig,Air_tmean_3day,1.1007077567541772,NA,20,cpi,cpi
Crater,max,B,XGB,orig,ppt_7day,0.8326944796999638,0.03955199260413313,20,permutation,permutation
Crater,max,B,XGB,orig,ppt_7day,0.8278914924369423,NA,20,cpi,cpi
Crater,max,B,XGB,orig,Air_trange,0.6398818888139942,NA,20,cpi,cpi
Crater,max,B,XGB,orig,Air_trange,0.6393651554798739,0.02753050570261525,20,permutation,permutation
Crater,mean,A,GLS,gls,WL_min_7day,0.6726801490835624,0.03379545498910223,20,permutation,permutation
Crater,mean,A,GLS,gls,WL_min_7day,0.6642813267204499,NA,20,cpi,cpi
Crater,mean,A,GLS,gls,Air_tmean_3day,0.170211510246514,0.01986244940156404,20,permutation,permutation
Crater,mean,A,GLS,gls,Air_tmean_3day,0.16845898814623417,NA,20,cpi,cpi
Crater,mean,A,GLS,gls,Water_area_m2_3d,0.08753230200962407,0.021152024843251113,20,permutation,permutation
Crater,mean,A,GLS,gls,Water_area_m2_3d,0.06991773053396866,NA,20,cpi,cpi
Crater,mean,A,GLS,gls,ppt_7day,0.02747662066886831,0.006612240055159522,20,permutation,permutation
Crater,mean,A,GLS,gls,ppt_7day,0.020123432932982577,NA,20,cpi,cpi
Crater,mean,A,GLS,gls,Air_trange,0.012578729239429643,0.002396105695127745,20,permutation,permutation
Crater,mean,A,GLS,gls,Air_trange,0.012573690732259557,NA,20,cpi,cpi
Crater,mean,A,GLS,gls,GWL_range,0.008342454079779293,NA,20,cpi,cpi
Crater,mean,A,GLS,gls,GWL_range,0.007386808981878323,0.0023459210896803286,20,permutation,permutation
Crater,mean,A,GLS,gls,GWT_range,-0.002218513459300575,NA,20,cpi,cpi
Crater,mean,A,GLS,gls,GWT_range,-0.002221913552791721,4.917597019893078e-4,20,permutation,permutation
Crater,mean,A,RFR,pass2,WL_min_7day,1.871225370901014,NA,20,cpi,cpi
Crater,mean,A,RFR,pass2,WL_min_7day,1.8606051420269163,0.08998028123762115,20,permutation,permutation
Crater,mean,A,RFR,pass2,Solar_7d,1.1508204007435598,NA,20,cpi,cpi
Crater,mean,A,RFR,pass2,Solar_7d,1.1461489532979103,0.04196909324441671,20,permutation,permutation
Crater,mean,A,RFR,pass2,Water_area_m2_3d,0.5225691383490786,NA,20,cpi,cpi
Crater,mean,A,RFR,pass2,Water_area_m2_3d,0.5155299801257697,0.03257429355519578,20,permutation,permutation
Crater,mean,A,RFR,pass2,Air_tmean_3day,0.4654177884274768,NA,20,cpi,cpi
Crater,mean,A,RFR,pass2,Air_tmean_3day,0.4627417367613908,0.021997073595959038,20,permutation,permutation
Crater,mean,A,RFR,pass2,GWL_range,0.45338330761274115,NA,20,cpi,cpi
Crater,mean,A,RFR,pass2,GWL_range,0.4360172916964212,0.032631378547690416,20,permutation,permutation
Crater,mean,A,RFR,pass2,ppt_7day,0.19760013970346824,0.0244009073162223,20,permutation,permutation
Crater,mean,A,RFR,pass2,ppt_7day,0.1974778297063653,NA,20,cpi,cpi
Crater,mean,A,RFR,pass2,Air_trange,0.06670079569840083,NA,20,cpi,cpi
Crater,mean,A,RFR,pass2,Air_trange,0.0665692851188775,0.005465088993515325,20,permutation,permutation
Crater,mean,A,RFR,pass2,GWT_range,0.008879941955039387,0.0010930265340684021,20,permutation,permutation
Crater,mean,A,RFR,pass2,GWT_range,0.008853581489670442,NA,20,cpi,cpi
Crater,mean,A,XGB,pass2,WL_min_7day,2.383133123163576,NA,20,cpi,cpi
Crater,mean,A,XGB,pass2,WL_min_7day,2.3684589699759053,0.07273077948672153,20,permutation,permutation
Crater,mean,A,XGB,pass2,Solar_7d,0.9030431796402121,NA,20,cpi,cpi
Crater,mean,A,XGB,pass2,Solar_7d,0.8895827185775483,0.03190439903211398,20,permutation,permutation
Crater,mean,A,XGB,pass2,Water_area_m2_3d,0.7516296016375372,0.02523592136002605,20,permutation,permutation
Crater,mean,A,XGB,pass2,Water_area_m2_3d,0.7481897912469986,NA,20,cpi,cpi
Crater,mean,A,XGB,pass2,Air_tmean_3day,0.719868891730132,NA,20,cpi,cpi
Crater,mean,A,XGB,pass2,Air_tmean_3day,0.7120485323733348,0.035082928332489396,20,permutation,permutation
Crater,mean,A,XGB,pass2,GWL_range,0.4900984803202354,0.02069840762312349,20,permutation,permutation
Crater,mean,A,XGB,pass2,GWL_range,0.4828464005271341,NA,20,cpi,cpi
Crater,mean,A,XGB,pass2,ppt_7day,0.2544377441633951,0.012827800012713818,20,permutation,permutation
Crater,mean,A,XGB,pass2,ppt_7day,0.2488959134182201,NA,20,cpi,cpi
Crater,mean,A,XGB,pass2,Air_trange,0.19904539389881826,NA,20,cpi,cpi
Crater,mean,A,XGB,pass2,Air_trange,0.1944299294525001,0.013206564221020635,20,permutation,permutation
Crater,mean,A,XGB,pass2,GWT_range,0.03339852456649285,NA,20,cpi,cpi
Crater,mean,A,XGB,pass2,GWT_range,0.0330292258742527,0.0014520244282586964,20,permutation,permutation
Crater,mean,B,GLS,gls,Solar_7d,0.24980222067039354,0.023353462648669072,20,permutation,permutation
Crater,mean,B,GLS,gls,Solar_7d,0.24736954037826564,NA,20,cpi,cpi
Crater,mean,B,GLS,gls,Air_tmean_3day,0.1850828083219332,0.025654843391629534,20,permutation,permutation
Crater,mean,B,GLS,gls,Air_tmean_3day,0.1809575996745929,NA,20,cpi,cpi
Crater,mean,B,GLS,gls,Air_trange,0.010873351995155179,0.002052269586591605,20,permutation,permutation
Crater,mean,B,GLS,gls,ppt_7day,0.00994038378728208,0.003670143452953353,20,permutation,permutation
Crater,mean,B,GLS,gls,Air_trange,0.009794575519947779,NA,20,cpi,cpi
Crater,mean,B,GLS,gls,ppt_7day,0.009335469212524927,NA,20,cpi,cpi
Crater,mean,B,RFR,pass2,Solar_7d,2.577730595544696,NA,20,cpi,cpi
Crater,mean,B,RFR,pass2,Solar_7d,2.549928585946563,0.10807005494101944,20,permutation,permutation
Crater,mean,B,RFR,pass2,Air_tmean_3day,1.0262351788979667,0.04130608654069329,20,permutation,permutation
Crater,mean,B,RFR,pass2,Air_tmean_3day,0.963644859218701,NA,20,cpi,cpi
Crater,mean,B,RFR,pass2,ppt_7day,0.4414479241047823,0.03345114441122752,20,permutation,permutation
Crater,mean,B,RFR,pass2,ppt_7day,0.43174019399184793,NA,20,cpi,cpi
Crater,mean,B,RFR,pass2,Air_trange,0.23496006517118334,0.017320681257495984,20,permutation,permutation
Crater,mean,B,RFR,pass2,Air_trange,0.22941856162190793,NA,20,cpi,cpi
Crater,mean,B,XGB,pass2,Solar_7d,2.3801422092741813,NA,20,cpi,cpi
Crater,mean,B,XGB,pass2,Solar_7d,2.377262357709595,0.10497195874271381,20,permutation,permutation
Crater,mean,B,XGB,pass2,Air_tmean_3day,0.8682772045599498,NA,20,cpi,cpi
Crater,mean,B,XGB,pass2,Air_tmean_3day,0.8605323395087725,0.0427224845907948,20,permutation,permutation
Crater,mean,B,XGB,pass2,ppt_7day,0.5248991126004787,NA,20,cpi,cpi
Crater,mean,B,XGB,pass2,ppt_7day,0.5069800497722803,0.03900296923237593,20,permutation,permutation
Crater,mean,B,XGB,pass2,Air_trange,0.2249053674690048,NA,20,cpi,cpi
Crater,mean,B,XGB,pass2,Air_trange,0.21660856102258555,0.013962592546147515,20,permutation,permutation
Crater,range,A,GLS,gls,Water_area_m2_3d,0.04830961563443632,0.007073359818814495,20,permutation,permutation
Crater,range,A,GLS,gls,Water_area_m2_3d,0.04693001029127883,NA,20,cpi,cpi
Crater,range,A,GLS,gls,Air_tmax_7day,0.04036665643219775,NA,20,cpi,cpi
Crater,range,A,GLS,gls,Air_tmax_7day,0.03815057801166871,0.006524302595150124,20,permutation,permutation
Crater,range,A,GLS,gls,WL_min_7day,0.016898749917274802,NA,20,cpi,cpi
Crater,range,A,GLS,gls,WL_min_7day,0.014294887638697445,0.004417617364550227,20,permutation,permutation
Crater,range,A,GLS,gls,Solar_daily,0.008810221587634559,NA,20,cpi,cpi
Crater,range,A,GLS,gls,Solar_daily,0.007971181870562843,0.0033546855596517113,20,permutation,permutation
Crater,range,A,GLS,gls,ppt_7day,0.00598829568601014,0.0016418947306941916,20,permutation,permutation
Crater,range,A,GLS,gls,Air_trange,0.005204980263861641,0.0021241331943664334,20,permutation,permutation
Crater,range,A,GLS,gls,ppt_7day,0.004851926023708264,NA,20,cpi,cpi
Crater,range,A,GLS,gls,Air_trange,0.004695404520101032,NA,20,cpi,cpi
Crater,range,A,GLS,gls,GWT_range,-4.1588921053389296e-4,0.0012693664415895944,20,permutation,permutation
Crater,range,A,GLS,gls,GWT_range,-9.098222595890215e-4,NA,20,cpi,cpi
Crater,range,A,GLS,gls,WL_daily_range,-0.003006821241525126,0.005744956834989346,20,permutation,permutation
Crater,range,A,GLS,gls,WL_daily_range,-0.0069881996601487695,NA,20,cpi,cpi
Crater,range,A,RFR,orig,WL_min_7day,0.20113915966968388,NA,20,cpi,cpi
Crater,range,A,RFR,orig,WL_min_7day,0.19769525125877396,0.006861602405507467,20,permutation,permutation
Crater,range,A,RFR,orig,Water_area_m2_3d,0.09694390110179468,NA,20,cpi,cpi
Crater,range,A,RFR,orig,Water_area_m2_3d,0.09550320750542413,0.00532429356384897,20,permutation,permutation
Crater,range,A,RFR,orig,Solar_daily,0.08615892937500587,0.004763957471624068,20,permutation,permutation
Crater,range,A,RFR,orig,Solar_daily,0.08444342952613804,NA,20,cpi,cpi
Crater,range,A,RFR,orig,Air_tmax_7day,0.053035702963517825,NA,20,cpi,cpi
Crater,range,A,RFR,orig,Air_tmax_7day,0.052415121935166474,0.004005106408769523,20,permutation,permutation
Crater,range,A,RFR,orig,WL_daily_range,0.039115366797540845,0.0025248252764597493,20,permutation,permutation
Crater,range,A,RFR,orig,WL_daily_range,0.03880450878926134,NA,20,cpi,cpi
Crater,range,A,RFR,orig,ppt_7day,0.036253786192898,0.0023798670480743816,20,permutation,permutation
Crater,range,A,RFR,orig,ppt_7day,0.036219504789607455,NA,20,cpi,cpi
Crater,range,A,RFR,orig,Air_trange,0.028916567883229556,NA,20,cpi,cpi
Crater,range,A,RFR,orig,Air_trange,0.028906775312763398,0.0016857492920595394,20,permutation,permutation
Crater,range,A,RFR,orig,GWT_range,0.02503390425324461,NA,20,cpi,cpi
Crater,range,A,RFR,orig,GWT_range,0.02497426118135064,0.0023574453393372455,20,permutation,permutation
Crater,range,A,XGB,orig,WL_min_7day,0.35820596325481563,0.013214818783461106,20,permutation,permutation
Crater,range,A,XGB,orig,WL_min_7day,0.35231071439765094,NA,20,cpi,cpi
Crater,range,A,XGB,orig,Solar_daily,0.09316674731159182,0.011652152148436762,20,permutation,permutation
Crater,range,A,XGB,orig,Solar_daily,0.0927819310935577,NA,20,cpi,cpi
Crater,range,A,XGB,orig,WL_daily_range,0.040477559661519946,NA,20,cpi,cpi
Crater,range,A,XGB,orig,WL_daily_range,0.0396158099314356,0.004225143724238688,20,permutation,permutation
Crater,range,A,XGB,orig,Air_tmax_7day,0.030393286365510527,0.0020391434597329186,20,permutation,permutation
Crater,range,A,XGB,orig,Air_tmax_7day,0.029724178333332435,NA,20,cpi,cpi
Crater,range,A,XGB,orig,Water_area_m2_3d,0.024368434802708443,NA,20,cpi,cpi
Crater,range,A,XGB,orig,Water_area_m2_3d,0.024228562799739957,0.001868137769174073,20,permutation,permutation
Crater,range,A,XGB,orig,Air_trange,0.02262697333978375,NA,20,cpi,cpi
Crater,range,A,XGB,orig,Air_trange,0.02235750932621302,0.002579538306762005,20,permutation,permutation
Crater,range,A,XGB,orig,ppt_7day,0.007811093423272908,NA,20,cpi,cpi
Crater,range,A,XGB,orig,ppt_7day,0.007023354194964134,0.0011653170398725943,20,permutation,permutation
Crater,range,A,XGB,orig,GWT_range,0.006435575359106757,0.00163869277239531,20,permutation,permutation
Crater,range,A,XGB,orig,GWT_range,0.0058023856488794295,NA,20,cpi,cpi
Crater,range,B,GLS,gls,Air_tmax_7day,0.08010795791209999,0.009882191058309902,20,permutation,permutation
Crater,range,B,GLS,gls,Air_tmax_7day,0.07463183124725914,NA,20,cpi,cpi
Crater,range,B,GLS,gls,Solar_daily,0.03398570278909201,0.003460843417566975,20,permutation,permutation
Crater,range,B,GLS,gls,Solar_daily,0.03107779021536944,NA,20,cpi,cpi
Crater,range,B,GLS,gls,ppt_7day,5.491856712477039e-4,NA,20,cpi,cpi
Crater,range,B,GLS,gls,ppt_7day,-1.9616681786445157e-4,0.0012707112386006487,20,permutation,permutation
Crater,range,B,GLS,gls,Air_trange,-0.002157956565591626,0.001681681674647415,20,permutation,permutation
Crater,range,B,GLS,gls,Air_trange,-0.0028240120685263104,NA,20,cpi,cpi
Crater,range,B,RFR,orig,Solar_daily,0.19234687590091262,0.011757147121845049,20,permutation,permutation
Crater,range,B,RFR,orig,Solar_daily,0.19141793929006584,NA,20,cpi,cpi
Crater,range,B,RFR,orig,Air_tmax_7day,0.1536430283032606,0.012230199403722388,20,permutation,permutation
Crater,range,B,RFR,orig,Air_tmax_7day,0.15004537832981216,NA,20,cpi,cpi
Crater,range,B,RFR,orig,ppt_7day,0.1085927780030226,NA,20,cpi,cpi
Crater,range,B,RFR,orig,ppt_7day,0.10567293768111494,0.005138043498531239,20,permutation,permutation
Crater,range,B,RFR,orig,Air_trange,0.0796178960153222,NA,20,cpi,cpi
Crater,range,B,RFR,orig,Air_trange,0.07848256387456504,0.003845054097647125,20,permutation,permutation
Crater,range,B,XGB,pass2,Solar_daily,0.14804523516623513,0.009978509677801568,20,permutation,permutation
Crater,range,B,XGB,pass2,Solar_daily,0.1468036233459673,NA,20,cpi,cpi
Crater,range,B,XGB,pass2,Air_tmax_7day,0.04168445138988244,NA,20,cpi,cpi
Crater,range,B,XGB,pass2,Air_tmax_7day,0.038759684904172274,0.004478843384068004,20,permutation,permutation
Crater,range,B,XGB,pass2,ppt_7day,0.024087762248279403,0.002533808233820908,20,permutation,permutation
Crater,range,B,XGB,pass2,ppt_7day,0.02397427074291658,NA,20,cpi,cpi
Crater,range,B,XGB,pass2,Air_trange,0,0,20,permutation,permutation
Crater,range,B,XGB,pass2,Air_trange,0,NA,20,cpi,cpi
Hideaway,max,A,GLS,gls,Solar_2d,1.828530553830559,0.0707558350508724,20,permutation,permutation
Hideaway,max,A,GLS,gls,Solar_2d,1.8204118484615401,NA,20,cpi,cpi
Hideaway,max,A,GLS,gls,Air_tmin,0.0916383805102694,NA,20,cpi,cpi
Hideaway,max,A,GLS,gls,Air_tmin,0.08585261981499052,0.014449599775809058,20,permutation,permutation
Hideaway,max,A,GLS,gls,GWL_range,0.05872768670730648,0.014102879903420143,20,permutation,permutation
Hideaway,max,A,GLS,gls,GWL_range,0.04883404243041323,NA,20,cpi,cpi
Hideaway,max,A,GLS,gls,Water_area_m2_3d,0.04750434414831047,0.010553227194520336,20,permutation,permutation
Hideaway,max,A,GLS,gls,Water_area_m2_3d,0.042880429915880036,NA,20,cpi,cpi
Hideaway,max,A,GLS,gls,GWT_range,0.03332302270502452,NA,20,cpi,cpi
Hideaway,max,A,GLS,gls,GWT_range,0.03140883102016884,0.014920336162814319,20,permutation,permutation
Hideaway,max,A,GLS,gls,ppt_7day,0.012292707171860706,NA,20,cpi,cpi
Hideaway,max,A,GLS,gls,ppt_7day,0.010346474659470745,0.00739884556530563,20,permutation,permutation
Hideaway,max,A,GLS,gls,GWL_max_7day,0.00854529873055232,NA,20,cpi,cpi
Hideaway,max,A,GLS,gls,GWL_max_7day,0.008544377371581868,0.006577488080537303,20,permutation,permutation
Hideaway,max,A,GLS,gls,Air_trange,-0.0034699390870505053,0.004332260072174893,20,permutation,permutation
Hideaway,max,A,GLS,gls,Air_trange,-0.003881184582427366,NA,20,cpi,cpi
Hideaway,max,A,RFR,orig,Solar_2d,1.8926947527374243,NA,20,cpi,cpi
Hideaway,max,A,RFR,orig,Solar_2d,1.838547918660753,0.06444445813485165,20,permutation,permutation
Hideaway,max,A,RFR,orig,GWL_range,0.2810281916922398,NA,20,cpi,cpi
Hideaway,max,A,RFR,orig,GWL_range,0.27852668364155775,0.023621330267012252,20,permutation,permutation
Hideaway,max,A,RFR,orig,Air_tmin,0.16978979134990496,NA,20,cpi,cpi
Hideaway,max,A,RFR,orig,Air_tmin,0.16339872540607764,0.017915391393571196,20,permutation,permutation
Hideaway,max,A,RFR,orig,GWT_mean_7day,0.14319914381149543,0.01019045190074493,20,permutation,permutation
Hideaway,max,A,RFR,orig,GWT_mean_7day,0.14285910742955404,NA,20,cpi,cpi
Hideaway,max,A,RFR,orig,Air_trange,0.14219432624050932,NA,20,cpi,cpi
Hideaway,max,A,RFR,orig,Air_trange,0.13944393968771618,0.010037262155946969,20,permutation,permutation
Hideaway,max,A,RFR,orig,Water_area_m2_3d,0.08980266933837286,0.011066036493879446,20,permutation,permutation
Hideaway,max,A,RFR,orig,Water_area_m2_3d,0.0891300781947133,NA,20,cpi,cpi
Hideaway,max,A,RFR,orig,GWT_range,0.07875447425597998,NA,20,cpi,cpi
Hideaway,max,A,RFR,orig,GWT_range,0.07864136638321872,0.007655716684066399,20,permutation,permutation
Hideaway,max,A,RFR,orig,ppt_7day,0.06885049259500886,NA,20,cpi,cpi
Hideaway,max,A,RFR,orig,ppt_7day,0.06869743191343068,0.010904427640615767,20,permutation,permutation
Hideaway,max,A,RFR,orig,GWL_max_7day,0.06386450852681963,NA,20,cpi,cpi
Hideaway,max,A,RFR,orig,GWL_max_7day,0.06289484793352462,0.00493846331432174,20,permutation,permutation
Hideaway,max,A,XGB,orig,Solar_2d,2.0677992732827906,NA,20,cpi,cpi
Hideaway,max,A,XGB,orig,Solar_2d,2.057037894863599,0.08568633175399981,20,permutation,permutation
Hideaway,max,A,XGB,orig,GWL_range,0.5562762876771814,NA,20,cpi,cpi
Hideaway,max,A,XGB,orig,GWL_range,0.5411308308867631,0.04003928056934817,20,permutation,permutation
Hideaway,max,A,XGB,orig,Air_tmin,0.3016683990135086,NA,20,cpi,cpi
Hideaway,max,A,XGB,orig,Air_tmin,0.28340459334113965,0.02749505554830603,20,permutation,permutation
Hideaway,max,A,XGB,orig,Water_area_m2_3d,0.21187404667751358,0.022435836505383045,20,permutation,permutation
