Site,Metric,Set,Model,source,Variable,Importance,Stderr,nsim,type
Anvil,max,A,GLS,gls,GWT_min_7day,1.01624277506186,NA,20,cpi
Anvil,max,A,GLS,gls,GWL_max_7day,0.3267655713843094,NA,20,cpi
Anvil,max,A,GLS,gls,Air_tmin_7day,0.25563629620075456,NA,20,cpi
Anvil,max,A,GLS,gls,Air_trange,0.0541865047894462,NA,20,cpi
Anvil,max,A,GLS,gls,ppt,0.029797030063780983,NA,20,cpi
Anvil,max,A,GLS,gls,WL_daily_range,0.003592013815456596,NA,20,cpi
Anvil,max,A,GLS,gls,GWT_range,-4.0667304885300126e-4,NA,20,cpi
Anvil,max,A,RFR,orig,GWL_max_7day,1.4262748860257526,NA,20,cpi
Anvil,max,A,RFR,orig,GWT_min_7day,1.07225067445668,NA,20,cpi
Anvil,max,A,RFR,orig,Solar_3d,0.8259134699563953,NA,20,cpi
Anvil,max,A,RFR,orig,WL_daily_range,0.7393924009498528,NA,20,cpi
Anvil,max,A,RFR,orig,Air_tmin_7day,0.3358005482313057,NA,20,cpi
Anvil,max,A,RFR,orig,Air_trange,0.1925753729907767,NA,20,cpi
Anvil,max,A,RFR,orig,GWT_range,0.12053805533160336,NA,20,cpi
Anvil,max,A,RFR,orig,ppt,0.10578769757077558,NA,20,cpi
Anvil,max,A,XGB,orig,GWL_max_7day,1.6543508595660996,NA,20,cpi
Anvil,max,A,XGB,orig,GWT_min_7day,1.0661438512987278,NA,20,cpi
Anvil,max,A,XGB,orig,WL_daily_range,0.9884176552277891,NA,20,cpi
Anvil,max,A,XGB,orig,Solar_3d,0.7514658108309015,NA,20,cpi
Anvil,max,A,XGB,orig,Air_tmin_7day,0.45779178849839786,NA,20,cpi
Anvil,max,A,XGB,orig,ppt,0.15611442756366437,NA,20,cpi
Anvil,max,A,XGB,orig,Air_trange,0.12868965393937326,NA,20,cpi
Anvil,max,A,XGB,orig,GWT_range,0.10355459115040366,NA,20,cpi
Anvil,max,B,GLS,gls,Solar_3d,0.5869364083676638,NA,20,cpi
Anvil,max,B,GLS,gls,Air_trange,0.003737173927119919,NA,20,cpi
Anvil,max,B,GLS,gls,ppt,-0.0023677258566421333,NA,20,cpi
Anvil,max,B,GLS,gls,Air_tmin_7day,-0.04659585527592158,NA,20,cpi
Anvil,max,B,RFR,orig,Solar_3d,2.373110725663308,NA,20,cpi
Anvil,max,B,RFR,orig,Air_tmin_7day,0.9470605669151869,NA,20,cpi
Anvil,max,B,RFR,orig,Air_trange,0.5710481289599546,NA,20,cpi
Anvil,max,B,RFR,orig,ppt,0.14862849656590177,NA,20,cpi
Anvil,max,B,XGB,orig,Solar_3d,3.003295557362294,NA,20,cpi
Anvil,max,B,XGB,orig,Air_tmin_7day,1.4096396868496246,NA,20,cpi
Anvil,max,B,XGB,orig,Air_trange,0.6897643498384893,NA,20,cpi
Anvil,max,B,XGB,orig,ppt,0.1402696668733347,NA,20,cpi
Anvil,mean,A,GLS,gls,GWT_min_7day,0.5689810381532805,NA,20,cpi
Anvil,mean,A,GLS,gls,Air_tmin,0.18920060971559238,NA,20,cpi
Anvil,mean,A,GLS,gls,GWL_max_7day,0.12254831908036234,NA,20,cpi
Anvil,mean,A,GLS,gls,Air_trange,0.0776749985078572,NA,20,cpi
Anvil,mean,A,GLS,gls,GWL_range,0.020760241400080592,NA,20,cpi
Anvil,mean,A,GLS,gls,ppt,0.01827137965985537,NA,20,cpi
Anvil,mean,A,GLS,gls,GWT_range,-7.622680693636363e-4,NA,20,cpi
Anvil,mean,A,RFR,orig,GWL_max_7day,1.3487208016261871,NA,20,cpi
Anvil,mean,A,RFR,orig,Solar_3d,0.6820502844104954,NA,20,cpi
Anvil,mean,A,RFR,orig,GWT_min_7day,0.675243617571212,NA,20,cpi
Anvil,mean,A,RFR,orig,Air_tmin,0.46565054874130674,NA,20,cpi
Anvil,mean,A,RFR,orig,GWL_range,0.36866733524098105,NA,20,cpi
Anvil,mean,A,RFR,orig,ppt,0.11532565865929895,NA,20,cpi
Anvil,mean,A,RFR,orig,Air_trange,0.1141024077678981,NA,20,cpi
Anvil,mean,A,RFR,orig,GWT_range,0.09698650626772001,NA,20,cpi
Anvil,mean,A,XGB,orig,GWL_max_7day,1.7152656155289718,NA,20,cpi
Anvil,mean,A,XGB,orig,GWT_min_7day,1.2192969318457145,NA,20,cpi
Anvil,mean,A,XGB,orig,Air_tmin,0.7275386033889094,NA,20,cpi
Anvil,mean,A,XGB,orig,Solar_3d,0.6464943232190531,NA,20,cpi
Anvil,mean,A,XGB,orig,GWL_range,0.6318909732335066,NA,20,cpi
Anvil,mean,A,XGB,orig,Air_trange,0.2285287633187538,NA,20,cpi
Anvil,mean,A,XGB,orig,ppt,0.19585529755115305,NA,20,cpi
Anvil,mean,A,XGB,orig,GWT_range,0.1886616971819816,NA,20,cpi
Anvil,mean,B,GLS,gls,Solar_3d,0.27789824622231185,NA,20,cpi
Anvil,mean,B,GLS,gls,Air_tmin,0.03635894620472946,NA,20,cpi
Anvil,mean,B,GLS,gls,Air_trange,0.023223299314427126,NA,20,cpi
Anvil,mean,B,GLS,gls,ppt,0.0016694973156616832,NA,20,cpi
Anvil,mean,B,RFR,orig,Solar_3d,1.8958566814007023,NA,20,cpi
Anvil,mean,B,RFR,orig,Air_tmin,0.517455927229121,NA,20,cpi
Anvil,mean,B,RFR,orig,Air_trange,0.3525947602329671,NA,20,cpi
Anvil,mean,B,RFR,orig,ppt,0.19294110440191892,NA,20,cpi
Anvil,mean,B,XGB,pass2,Solar_3d,2.1294896689564395,NA,20,cpi
Anvil,mean,B,XGB,pass2,Air_tmin,0.5643150461554879,NA,20,cpi
Anvil,mean,B,XGB,pass2,Air_trange,0.32050672628680615,NA,20,cpi
Anvil,mean,B,XGB,pass2,ppt,0.2646059442768029,NA,20,cpi
Anvil,range,A,GLS,gls,Solar_daily,0.34270833820808433,NA,20,cpi
Anvil,range,A,GLS,gls,GWT_min_7day,0.16445710852203077,NA,20,cpi
Anvil,range,A,GLS,gls,GWL_max_7day,0.037021805354443105,NA,20,cpi
Anvil,range,A,GLS,gls,ppt_7day,0.0065348035242437374,NA,20,cpi
Anvil,range,A,GLS,gls,Air_tmean_7day,0.005752508421044467,NA,20,cpi
Anvil,range,A,GLS,gls,Air_trange,0.00295642767312565,NA,20,cpi
Anvil,range,A,GLS,gls,GWT_range,-0.0013376237388372791,NA,20,cpi
Anvil,range,A,GLS,gls,WL_daily_range,-0.020819298633200978,NA,20,cpi
Anvil,range,A,RFR,pass2,WL_daily_range,0.8567153770432412,NA,20,cpi
Anvil,range,A,RFR,pass2,Solar_daily,0.768501081157372,NA,20,cpi
Anvil,range,A,RFR,pass2,GWL_max_7day,0.49904348291422057,NA,20,cpi
Anvil,range,A,RFR,pass2,GWT_min_7day,0.2692303460410885,NA,20,cpi
Anvil,range,A,RFR,pass2,ppt_7day,0.1669837106912092,NA,20,cpi
Anvil,range,A,RFR,pass2,Air_tmean_7day,0.07565526813622384,NA,20,cpi
Anvil,range,A,RFR,pass2,Air_trange,0.07025112480001977,NA,20,cpi
Anvil,range,A,RFR,pass2,GWT_range,0.05297615654193108,NA,20,cpi
Anvil,range,A,XGB,pass2,Solar_daily,0.7791860633888706,NA,20,cpi
Anvil,range,A,XGB,pass2,WL_daily_range,0.7033701429053343,NA,20,cpi
Anvil,range,A,XGB,pass2,GWL_max_7day,0.32939346665732566,NA,20,cpi
Anvil,range,A,XGB,pass2,GWT_min_7day,0.32184510122059795,NA,20,cpi
Anvil,range,A,XGB,pass2,ppt_7day,0.1308252319379843,NA,20,cpi
Anvil,range,A,XGB,pass2,Air_trange,0.0789123740851917,NA,20,cpi
Anvil,range,A,XGB,pass2,Air_tmean_7day,0.06046300657643722,NA,20,cpi
Anvil,range,A,XGB,pass2,GWT_range,0.020671648994164682,NA,20,cpi
Anvil,range,B,GLS,gls,Solar_daily,0.40269766633401183,NA,20,cpi
Anvil,range,B,GLS,gls,Air_tmean_7day,0.08930228361966663,NA,20,cpi
Anvil,range,B,GLS,gls,Air_trange,0.00742023230364286,NA,20,cpi
Anvil,range,B,GLS,gls,ppt_7day,0.0025841627944669376,NA,20,cpi
Anvil,range,B,RFR,orig,Solar_daily,1.0732322536052643,NA,20,cpi
Anvil,range,B,RFR,orig,ppt_7day,0.44275058396140254,NA,20,cpi
Anvil,range,B,RFR,orig,Air_tmean_7day,0.3622589058627826,NA,20,cpi
Anvil,range,B,RFR,orig,Air_trange,0.23397296124395783,NA,20,cpi
Anvil,range,B,XGB,orig,Solar_daily,1.2209705057169307,NA,20,cpi
Anvil,range,B,XGB,orig,ppt_7day,0.598856714396698,NA,20,cpi
Anvil,range,B,XGB,orig,Air_tmean_7day,0.49635360289163954,NA,20,cpi
Anvil,range,B,XGB,orig,Air_trange,0.33642324446769545,NA,20,cpi
Butte,max,A,GLS,gls,Solar_2d,1.107547081664505,NA,20,cpi
Butte,max,A,GLS,gls,Air_tmin,0.7028287563740064,NA,20,cpi
Butte,max,A,GLS,gls,WL_max_2day,0.026038659055801217,NA,20,cpi
Butte,max,A,GLS,gls,GWT_min_7day,0.0208989213821702,NA,20,cpi
Butte,max,A,GLS,gls,Air_trange,0.0027309950171156006,NA,20,cpi
Butte,max,A,GLS,gls,WL_daily_range,0.00201236424407647,NA,20,cpi
Butte,max,A,GLS,gls,GWT_range,7.853053209948557e-4,NA,20,cpi
Butte,max,A,GLS,gls,ppt_7day,-0.001773290623324486,NA,20,cpi
Butte,max,A,RFR,orig,Solar_2d,1.1598290921664036,NA,20,cpi
Butte,max,A,RFR,orig,Air_tmin,0.9546989936935275,NA,20,cpi
Butte,max,A,RFR,orig,GWT_min_7day,0.1611988304581348,NA,20,cpi
Butte,max,A,RFR,orig,Air_trange,0.11491793779147466,NA,20,cpi
Butte,max,A,RFR,orig,ppt_7day,0.10864511976588251,NA,20,cpi
Butte,max,A,RFR,orig,WL_min_2day,0.059108440754988334,NA,20,cpi
Butte,max,A,RFR,orig,WL_daily_range,0.056669715173940816,NA,20,cpi
