Site,Metric,Set,Model,source,Variable,Importance,Stderr,nsim,type
Anvil,mean,B,XGB,pass2,Solar_3d,2.0854831884058362,0.07168283693267816,20,permutation
Anvil,mean,B,XGB,pass2,Air_tmin,0.5690432317805649,0.03483800617141641,20,permutation
Anvil,mean,B,XGB,pass2,Air_trange,0.31085502919656277,0.026892854567130454,20,permutation
Anvil,mean,B,XGB,pass2,ppt,0.27629603231940303,0.02690821758685837,20,permutation
Anvil,range,A,GLS,gls,Solar_daily,0.3229418802688567,0.030210202221583767,20,permutation
Anvil,range,A,GLS,gls,GWT_min_7day,0.16014343904597522,0.023572093146513137,20,permutation
Anvil,range,A,GLS,gls,GWL_max_7day,0.039960962278160775,0.011657978199597858,20,permutation
Anvil,range,A,GLS,gls,ppt_7day,0.0051133711868945105,0.0030286208885913356,20,permutation
Anvil,range,A,GLS,gls,Air_trange,0.001814622368160379,0.001808013275870707,20,permutation
Anvil,range,A,GLS,gls,Air_tmean_7day,9.729631156007556e-4,0.013481360612005562,20,permutation
Anvil,range,A,GLS,gls,GWT_range,-0.001515840220375797,0.0010293699371269809,20,permutation
Anvil,range,A,GLS,gls,WL_daily_range,-0.0210732055712576,0.003328079342352008,20,permutation
Anvil,range,A,RFR,pass2,WL_daily_range,0.8714196363337183,0.0629645812887308,20,permutation
Anvil,range,A,RFR,pass2,Solar_daily,0.804119026700776,0.03633226391766766,20,permutation
Anvil,range,A,RFR,pass2,GWL_max_7day,0.4976481566486026,0.03383581751430507,20,permutation
Anvil,range,A,RFR,pass2,GWT_min_7day,0.2641559161713553,0.019327042052961377,20,permutation
Anvil,range,A,RFR,pass2,ppt_7day,0.16622484524445919,0.021091841311000746,20,permutation
Anvil,range,A,RFR,pass2,Air_tmean_7day,0.07280029822580532,0.0062227516046578606,20,permutation
Anvil,range,A,RFR,pass2,Air_trange,0.07215204632902014,0.006232665652646436,20,permutation
Anvil,range,A,RFR,pass2,GWT_range,0.052249093830692594,0.0063738164416042905,20,permutation
Anvil,range,A,XGB,pass2,Solar_daily,0.771787269937165,0.049412366405991934,20,permutation
Anvil,range,A,XGB,pass2,WL_daily_range,0.6959385311115442,0.056954507799265634,20,permutation
Anvil,range,A,XGB,pass2,GWT_min_7day,0.32425723229575965,0.02543379121500205,20,permutation
Anvil,range,A,XGB,pass2,GWL_max_7day,0.3207488007682917,0.030248263703601463,20,permutation
Anvil,range,A,XGB,pass2,ppt_7day,0.12657752303993947,0.018928364616881143,20,permutation
Anvil,range,A,XGB,pass2,Air_trange,0.07977931027523623,0.009440313657673841,20,permutation
Anvil,range,A,XGB,pass2,Air_tmean_7day,0.054266173259135395,0.008872343882645581,20,permutation
Anvil,range,A,XGB,pass2,GWT_range,0.022039863453034807,0.005440000475661164,20,permutation
Anvil,range,B,GLS,gls,Solar_daily,0.3839195504817146,0.0414506400400608,20,permutation
Anvil,range,B,GLS,gls,Air_tmean_7day,0.07252558641239568,0.026350075129638988,20,permutation
Anvil,range,B,GLS,gls,Air_trange,0.006903954139618695,0.0028292529305913353,20,permutation
Anvil,range,B,GLS,gls,ppt_7day,0.002667628706436731,0.0012466197016890918,20,permutation
Anvil,range,B,RFR,orig,Solar_daily,1.056646412483262,0.07462243179845729,20,permutation
Anvil,range,B,RFR,orig,ppt_7day,0.45294667364452534,0.03172849029399681,20,permutation
Anvil,range,B,RFR,orig,Air_tmean_7day,0.367381207394896,0.02067759742576563,20,permutation
Anvil,range,B,RFR,orig,Air_trange,0.23856553501445577,0.020860518407127382,20,permutation
Anvil,range,B,XGB,orig,Solar_daily,1.1808337178142583,0.06410628724119574,20,permutation
Anvil,range,B,XGB,orig,ppt_7day,0.5859849697204568,0.03440176960678633,20,permutation
Anvil,range,B,XGB,orig,Air_tmean_7day,0.48960333681867235,0.028031756713500014,20,permutation
Anvil,range,B,XGB,orig,Air_trange,0.3289426068190489,0.021881196917708977,20,permutation
Butte,max,A,GLS,gls,Solar_2d,1.0937327604076676,0.05129533620814794,20,permutation
Butte,max,A,GLS,gls,Air_tmin,0.6991352049783084,0.03245618021287596,20,permutation
Butte,max,A,GLS,gls,WL_max_2day,0.028078614857260365,0.00826152744273264,20,permutation
Butte,max,A,GLS,gls,GWT_min_7day,0.020527086735429374,0.00836657925724092,20,permutation
Butte,max,A,GLS,gls,Air_trange,0.003132671337249604,0.0016438442157696133,20,permutation
Butte,max,A,GLS,gls,WL_daily_range,0.0021379684537045753,0.0023711075120474677,20,permutation
Butte,max,A,GLS,gls,GWT_range,4.4093111767655734e-4,0.0011891306316406851,20,permutation
Butte,max,A,GLS,gls,ppt_7day,-0.0022464450978165905,0.001198509716147229,20,permutation
Butte,max,A,RFR,orig,Solar_2d,1.1669158877489294,0.044442160044290656,20,permutation
Butte,max,A,RFR,orig,Air_tmin,0.9478309220989932,0.040341468064499425,20,permutation
Butte,max,A,RFR,orig,GWT_min_7day,0.16630321513247953,0.01239412437876071,20,permutation
Butte,max,A,RFR,orig,Air_trange,0.11372299052026269,0.00816828462834343,20,permutation
Butte,max,A,RFR,orig,ppt_7day,0.11004783462673395,0.007865554588414345,20,permutation
Butte,max,A,RFR,orig,WL_min_2day,0.06018160926320027,0.0041007445494295755,20,permutation
Butte,max,A,RFR,orig,WL_daily_range,0.056338754465522514,0.00443992506830757,20,permutation
Butte,max,A,RFR,orig,WL_max_2day,0.04220333230616749,0.0035500194250983733,20,permutation
Butte,max,A,RFR,orig,GWT_range,0.015900726245818276,0.0012960667048193047,20,permutation
Butte,max,A,XGB,orig,Solar_2d,1.1018221308020828,0.04524764524561612,20,permutation
Butte,max,A,XGB,orig,Air_tmin,0.9844806872891242,0.0488805840962145,20,permutation
Butte,max,A,XGB,orig,Air_trange,0.13973233609652955,0.012526309512663956,20,permutation
Butte,max,A,XGB,orig,WL_daily_range,0.1285532655062544,0.014244369265938986,20,permutation
Butte,max,A,XGB,orig,GWT_min_7day,0.12306699790627536,0.009424196199584324,20,permutation
Butte,max,A,XGB,orig,ppt_7day,0.08362485926851788,0.008325518701272842,20,permutation
Butte,max,A,XGB,orig,WL_min_2day,0.05506268510574877,0.011279525346587918,20,permutation
Butte,max,A,XGB,orig,WL_max_2day,0.041132408918283604,0.005701226846144601,20,permutation
Butte,max,A,XGB,orig,GWT_range,0.0058511366201037225,0.0014614358116822595,20,permutation
Butte,max,B,GLS,gls,Solar_2d,0.9687166528806519,0.049606527321818646,20,permutation
Butte,max,B,GLS,gls,Air_tmin,0.7868651376611248,0.052669823168510495,20,permutation
Butte,max,B,GLS,gls,ppt_7day,0.015612956195125515,0.003925505053627238,20,permutation
Butte,max,B,GLS,gls,Air_trange,0.002156642026647082,8.334038465562327e-4,20,permutation
Butte,max,B,RFR,pass2,Solar_2d,1.3350538422622786,0.05695564949325104,20,permutation
Butte,max,B,RFR,pass2,Air_tmin,1.1290951600792476,0.05462541921756315,20,permutation
Butte,max,B,RFR,pass2,Air_trange,0.23126232728829496,0.011342518115433919,20,permutation
Butte,max,B,RFR,pass2,ppt_7day,0.19037260010804155,0.012347726796092777,20,permutation
Butte,max,B,XGB,pass2,Solar_2d,1.3267867516537186,0.039976190280974204,20,permutation
Butte,max,B,XGB,pass2,Air_tmin,1.1262220820344204,0.05449085635154159,20,permutation
Butte,max,B,XGB,pass2,Air_trange,0.18927830823139452,0.014486500545910936,20,permutation
Butte,max,B,XGB,pass2,ppt_7day,0.1253793524722817,0.01097505591179341,20,permutation
Butte,mean,A,GLS,gls,Air_tmin,0.6640148433333826,0.03969179166117775,20,permutation
Butte,mean,A,GLS,gls,Solar_3d,0.36606309514871843,0.029373541966844992,20,permutation
Butte,mean,A,GLS,gls,WL_max_2day,0.1389277240894298,0.014699803450015404,20,permutation
Butte,mean,A,GLS,gls,GWT_max,0.09616199153387814,0.015060864192005141,20,permutation
Butte,mean,A,GLS,gls,Air_trange,0.09537150390959791,0.014878880570422357,20,permutation
Butte,mean,A,GLS,gls,WL_min_3day,0.09346538129441749,0.01752738625770227,20,permutation
Butte,mean,A,GLS,gls,GWT_range,3.6389354921617655e-6,0.0014643468637368542,20,permutation
Butte,mean,A,GLS,gls,GWL_range,-0.0026167127478114393,7.759355212199196e-4,20,permutation
Butte,mean,A,GLS,gls,ppt_7day,-0.016258969566128677,0.003136113585550918,20,permutation
Butte,mean,A,RFR,orig,Air_tmin,0.8206238908076885,0.030084393089236536,20,permutation
Butte,mean,A,RFR,orig,Air_tmax_2day,0.4545070433859758,0.019408454817556132,20,permutation
Butte,mean,A,RFR,orig,Solar_3d,0.3305559100778302,0.02024867116758953,20,permutation
Butte,mean,A,RFR,orig,ppt_7day,0.09375826541744745,0.008591670067877097,20,permutation
Butte,mean,A,RFR,orig,WL_min_3day,0.08870827923138905,0.005011408133268512,20,permutation
Butte,mean,A,RFR,orig,WL_max_2day,0.08010354981601252,0.004330933896704481,20,permutation
Butte,mean,A,RFR,orig,GWT_max,0.07912215788307699,0.007322820714269452,20,permutation
Butte,mean,A,RFR,orig,Air_trange,0.06855359471524448,0.005164626889758785,20,permutation
Butte,mean,A,RFR,orig,GWL_range,0.05862623313650075,0.004478620165059746,20,permutation
Butte,mean,A,RFR,orig,GWT_range,0.010070295228167648,9.890986471239394e-4,20,permutation
Butte,mean,A,XGB,orig,Air_tmin,1.1011654754460256,0.030012660860348365,20,permutation
Butte,mean,A,XGB,orig,Solar_3d,0.5154348115750098,0.02680004915368996,20,permutation
Butte,mean,A,XGB,orig,Air_tmax_2day,0.481773143299073,0.01490283155821217,20,permutation
Butte,mean,A,XGB,orig,WL_min_3day,0.3472526985158266,0.017463080037066533,20,permutation
Butte,mean,A,XGB,orig,WL_max_2day,0.2772383330393657,0.008862123385723007,20,permutation
Butte,mean,A,XGB,orig,GWT_max,0.17912940560365567,0.009802618361188313,20,permutation
Butte,mean,A,XGB,orig,GWL_range,0.1512534053647108,0.008624992472739706,20,permutation
Butte,mean,A,XGB,orig,Air_trange,0.13965961065838375,0.005339154882698371,20,permutation
Butte,mean,A,XGB,orig,ppt_7day,0.06053730942268642,0.0033073641822254952,20,permutation
Butte,mean,A,XGB,orig,GWT_range,0.02311727375381152,0.0016564857001213078,20,permutation
Butte,mean,B,GLS,gls,Air_tmin,0.6919957569138748,0.04566325441996492,20,permutation
Butte,mean,B,GLS,gls,Solar_3d,0.21376569005635074,0.023113380782444848,20,permutation
Butte,mean,B,GLS,gls,Air_trange,0.056908265400633616,0.010326913145178366,20,permutation
Butte,mean,B,GLS,gls,ppt_7day,-0.0051205597993572325,9.688498746124383e-4,20,permutation
Butte,mean,B,RFR,orig,Air_tmin,0.9785580752085441,0.031123501413753796,20,permutation
Butte,mean,B,RFR,orig,Air_tmax_2day,0.4681287526130474,0.026642071535143582,20,permutation
Butte,mean,B,RFR,orig,Solar_3d,0.3954852905978663,0.0229175735259993,20,permutation
Butte,mean,B,RFR,orig,Air_trange,0.1098785753483488,0.007758846670289647,20,permutation
Butte,mean,B,RFR,orig,ppt_7day,0.09522064598146665,0.008062356200742662,20,permutation
Butte,mean,B,XGB,pass2,Air_tmin,0.9105906582868696,0.04707531231696745,20,permutation
Butte,mean,B,XGB,pass2,Solar_3d,0.4565953230695959,0.020170556162573974,20,permutation
Butte,mean,B,XGB,pass2,Air_tmax_2day,0.3916788745708477,0.026032893811444673,20,permutation
Butte,mean,B,XGB,pass2,Air_trange,0.10036122548190514,0.009387930121092375,20,permutation
Butte,mean,B,XGB,pass2,ppt_7day,0.05013080154644769,0.004774373477799241,20,permutation
Butte,range,A,GLS,gls,Solar_daily,0.5758147640090432,0.035061733204819714,20,permutation
Butte,range,A,GLS,gls,WL_daily_range,0.20906207437038032,0.024234142420188478,20,permutation
Butte,range,A,GLS,gls,GWT_min_7day,0.0349192109026364,0.009156455451087998,20,permutation
Butte,range,A,GLS,gls,Air_trange,0.030081656556755272,0.007950340847159528,20,permutation
Butte,range,A,GLS,gls,ppt,0.021179311928288196,0.007560246112343467,20,permutation
Butte,range,A,GLS,gls,Air_tmin_7day,0.02023443100088702,0.006684782892388114,20,permutation
Butte,range,A,GLS,gls,WL_max_7day,0.016196721640223573,0.006734045226422419,20,permutation
Butte,range,A,GLS,gls,GWT_range,6.362194158721635e-4,9.629786648839792e-4,20,permutation
Butte,range,A,RFR,orig,Solar_daily,0.8430173114317393,0.032232692292689026,20,permutation
Butte,range,A,RFR,orig,WL_daily_range,0.3134225374747502,0.018226185080310004,20,permutation
Butte,range,A,RFR,orig,GWT_min_7day,0.23479846164766827,0.01175580751194441,20,permutation
Butte,range,A,RFR,orig,WL_daily_min,0.07150098251890794,0.00796691430398792,20,permutation
Butte,range,A,RFR,orig,WL_max_7day,0.06987500094331368,0.005138652567762604,20,permutation
Butte,range,A,RFR,orig,Air_trange,0.06499852227147278,0.006575379604670065,20,permutation
Butte,range,A,RFR,orig,ppt,0.0618257476908763,0.007001514903066011,20,permutation
Butte,range,A,RFR,orig,Air_tmin_7day,0.04792250760189574,0.0049204184299915035,20,permutation
Butte,range,A,RFR,orig,GWT_range,0.008802065752289331,0.0010313686542497047,20,permutation
Butte,range,A,XGB,pass2,Solar_daily,0.6516747163396228,0.03634856924912961,20,permutation
Butte,range,A,XGB,pass2,WL_daily_range,0.25466325248132926,0.02040934390968135,20,permutation
Butte,range,A,XGB,pass2,GWT_min_7day,0.1462514700453446,0.01636102587981274,20,permutation
Butte,range,A,XGB,pass2,WL_max_7day,0.058402351241894954,0.005947871698547179,20,permutation
Butte,range,A,XGB,pass2,Air_trange,0.04591473291487125,0.006711008009894178,20,permutation
Butte,range,A,XGB,pass2,ppt,0.02819111476522569,0.004469006297520136,20,permutation
Butte,range,A,XGB,pass2,WL_daily_min,0.02354732371402708,0.005607803379150319,20,permutation
Butte,range,A,XGB,pass2,Air_tmin_7day,0.021442850586999553,0.0029711806802365107,20,permutation
Butte,range,A,XGB,pass2,GWT_range,0,0,20,permutation
Butte,range,B,GLS,gls,Solar_daily,0.7430993922462339,0.037564405064538266,20,permutation
Butte,range,B,GLS,gls,Air_tmin_7day,0.10324666310627723,0.012601464168134827,20,permutation
Butte,range,B,GLS,gls,Air_trange,0.06461200926280486,0.011187580727529838,20,permutation
Butte,range,B,GLS,gls,ppt,0.01677605940024861,0.006286329023330012,20,permutation
Butte,range,B,RFR,pass2,Solar_daily,0.7990152087090878,0.04415351337399784,20,permutation
Butte,range,B,RFR,pass2,Air_trange,0.1379059462513384,0.01492061799738263,20,permutation
Butte,range,B,RFR,pass2,Air_tmin_7day,0.13495703498901826,0.010124788533516543,20,permutation
Butte,range,B,RFR,pass2,ppt,0.0979053753810933,0.012001021550391533,20,permutation
Butte,range,B,XGB,orig,Solar_daily,0.9914883346413207,0.0364531262394494,20,permutation
Butte,range,B,XGB,orig,Air_tmin_7day,0.2145778337016109,0.013569999144153473,20,permutation
Butte,range,B,XGB,orig,Air_trange,0.15468706897954415,0.013127956581704042,20,permutation
Butte,range,B,XGB,orig,ppt,0.10096928413958645,0.008246188246656091,20,permutation
Cooper,max,A,GLS,gls,Solar_daily,0.35571959730380465,0.06458490287544749,20,permutation
Cooper,max,A,GLS,gls,Air_tmin_3day,0.09655947543939088,0.019495003727474765,20,permutation
Cooper,max,A,GLS,gls,ppt_7day,0.01730495949208276,0.011510447155626411,20,permutation
Cooper,max,A,GLS,gls,Air_trange,-8.677013415057444e-4,8.038456143441941e-4,20,permutation
Cooper,max,A,RFR,pass2,Solar_daily,1.1007683186951582,0.049189697606460685,20,permutation
Cooper,max,A,RFR,pass2,Air_tmin_3day,0.6537119774111263,0.039749967878303316,20,permutation
Cooper,max,A,RFR,pass2,Air_trange,0.29018917108064457,0.0191508767361974,20,permutation
Cooper,max,A,RFR,pass2,ppt_7day,0.26129628884019585,0.021844340902776097,20,permutation
Cooper,max,A,XGB,orig,Solar_daily,1.0499757974873785,0.06360255559117114,20,permutation
Cooper,max,A,XGB,orig,Air_tmin_3day,0.5670147045707544,0.04011696935204314,20,permutation
Cooper,max,A,XGB,orig,Air_trange,0.26784701658667087,0.013798769143326844,20,permutation
Cooper,max,A,XGB,orig,ppt_7day,0.22773327091769288,0.021775853082723624,20,permutation
Cooper,max,B,GLS,gls,Solar_daily,0.3466640300299708,0.0589339015776717,20,permutation
Cooper,max,B,GLS,gls,Air_tmin_3day,0.09174844940273487,0.018432482244731447,20,permutation
Cooper,max,B,GLS,gls,ppt_7day,0.01381320557781327,0.011672704935270655,20,permutation
Cooper,max,B,GLS,gls,Air_trange,-7.745656598369787e-4,7.691013530562055e-4,20,permutation
Cooper,max,B,RFR,pass2,Solar_daily,1.126731607603186,0.050931780416608195,20,permutation
Cooper,max,B,RFR,pass2,Air_tmin_3day,0.636239520467176,0.034504056354113175,20,permutation
Cooper,max,B,RFR,pass2,Air_trange,0.28999135736861775,0.02182015437730499,20,permutation
Cooper,max,B,RFR,pass2,ppt_7day,0.2682497646790631,0.014294984566755872,20,permutation
Cooper,max,B,XGB,orig,Solar_daily,1.0251159441947781,0.05487165755975336,20,permutation
Cooper,max,B,XGB,orig,Air_tmin_3day,0.5738068483431253,0.036646575679996136,20,permutation
Cooper,max,B,XGB,orig,Air_trange,0.2648483417345872,0.025713736834606662,20,permutation
Cooper,max,B,XGB,orig,ppt_7day,0.2343236308440434,0.025488526153042562,20,permutation
Cooper,mean,A,GLS,gls,Air_tmin_3day,0.17941491805674895,0.019522018234409494,20,permutation
Cooper,mean,A,GLS,gls,Solar_daily,0.016727021306242578,0.01794036849348217,20,permutation
Cooper,mean,A,GLS,gls,ppt_7day,0.0022158811676193267,0.002904384059803004,20,permutation
Cooper,mean,A,GLS,gls,Air_trange,-0.0021919753615147974,0.0038983046430340756,20,permutation
Cooper,mean,A,RFR,pass2,Air_tmin_3day,0.6181389749620938,0.03946562512848786,20,permutation
Cooper,mean,A,RFR,pass2,Solar_daily,0.4121762547462991,0.033656419665970626,20,permutation
Cooper,mean,A,RFR,pass2,ppt_7day,0.13389097841921993,0.012228521516244251,20,permutation
