Site,Metric,Set,Model,source,Variable,Importance,Stderr,nsim,type
Cooper,mean,A,GLS,gls,Air_tmin_3day,0.1836154643277081,0.01952201823440949,20,cpi
Cooper,mean,A,GLS,gls,Solar_daily,0.02071581442788578,0.01794036849348217,20,cpi
Cooper,mean,A,GLS,gls,ppt_7day,0.00347714714082092,0.002904384059803,20,cpi
Cooper,mean,A,GLS,gls,Air_trange,-0.00337209747447869,0.00389830464303407,20,cpi
Cooper,mean,A,RFR,pass2,Air_tmin_3day,0.6154007648559681,0.03946562512848786,20,cpi
Cooper,mean,A,RFR,pass2,Solar_daily,0.40031866843620584,0.03365641966597062,20,cpi
Cooper,mean,A,RFR,pass2,ppt_7day,0.1340158664151961,0.01222852151624425,20,cpi
Cooper,mean,A,RFR,pass2,Air_trange,0.09670335093910808,0.00669932647503487,20,cpi
Cooper,mean,A,XGB,pass2,Air_tmin_3day,0.5190178139113988,0.02982459293335221,20,cpi
Cooper,mean,A,XGB,pass2,Solar_daily,0.31911847765266627,0.02350401978529872,20,cpi
Cooper,mean,A,XGB,pass2,ppt_7day,0.08045580103600886,0.01125817490797941,20,cpi
Cooper,mean,A,XGB,pass2,Air_trange,0.05047148370783824,0.00707615793583111,20,cpi
Cooper,mean,B,GLS,gls,Air_tmin_3day,0.17983421026415486,0.01737043725079971,20,cpi
Cooper,mean,B,GLS,gls,Solar_daily,0.01196875129872954,0.0150051479566761,20,cpi
Cooper,mean,B,GLS,gls,ppt_7day,0.00288971939540294,0.00437772411765424,20,cpi
Cooper,mean,B,GLS,gls,Air_trange,-0.00148891340462925,0.00387288450275643,20,cpi
Cooper,mean,B,RFR,pass2,Air_tmin_3day,0.6268239076114389,0.02639741163473847,20,cpi
Cooper,mean,B,RFR,pass2,Solar_daily,0.3953870091066724,0.02067642862401776,20,cpi
Cooper,mean,B,RFR,pass2,ppt_7day,0.13688567350017514,0.01230880415290235,20,cpi
Cooper,mean,B,RFR,pass2,Air_trange,0.0923912056306985,0.00616755276935479,20,cpi
Cooper,mean,B,XGB,pass2,Air_tmin_3day,0.53415347977587,0.03797096194670078,20,cpi
Cooper,mean,B,XGB,pass2,Solar_daily,0.3155227959935149,0.02331297770930947,20,cpi
Cooper,mean,B,XGB,pass2,ppt_7day,0.0776850055395556,0.00844009704936046,20,cpi
Cooper,mean,B,XGB,pass2,Air_trange,0.04386734718545085,0.00617552032864449,20,cpi
Cooper,range,A,GLS,gls,Solar_daily,0.5528132648688253,0.06861389527951849,20,cpi
